,,,,,,,,,,
,,,,,,,,,,
"4. Población censada por sexo y razón hombre-mujer, según grupos de edad quinquenal y comuna.",,,,,,,,,,
Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Grupos de edad,Población censada,Hombres,Mujeres,Razón hombre-mujer
7,Maule,71,Talca,7102,Constitución,85 o más,550,217,333,"65,2"
7,Maule,71,Talca,7103,Curepto,Total Comuna,9.519,4.876,4.643,"105,0"
7,Maule,71,Talca,7103,Curepto,0 a 4,342,176,166,"106,0"
7,Maule,71,Talca,7103,Curepto,5 a 9,423,214,209,"102,4"
7,Maule,71,Talca,7103,Curepto,10 a 14,475,256,219,"116,9"
7,Maule,71,Talca,7103,Curepto,15 a 19,517,286,231,"123,8"
7,Maule,71,Talca,7103,Curepto,20 a 24,505,284,221,"128,5"
7,Maule,71,Talca,7103,Curepto,25 a 29,523,263,260,"101,2"
7,Maule,71,Talca,7103,Curepto,30 a 34,523,270,253,"106,7"
7,Maule,71,Talca,7103,Curepto,35 a 39,535,265,270,"98,1"
7,Maule,71,Talca,7103,Curepto,40 a 44,551,271,280,"96,8"
7,Maule,71,Talca,7103,Curepto,45 a 49,641,309,332,"93,1"
7,Maule,71,Talca,7103,Curepto,50 a 54,663,345,318,"108,5"
7,Maule,71,Talca,7103,Curepto,55 a 59,767,404,363,"111,3"
7,Maule,71,Talca,7103,Curepto,60 a 64,773,407,366,"111,2"
7,Maule,71,Talca,7103,Curepto,65 a 69,702,373,329,"113,4"
7,Maule,71,Talca,7103,Curepto,70 a 74,544,270,274,"98,5"
7,Maule,71,Talca,7103,Curepto,75 a 79,412,210,202,"104,0"
7,Maule,71,Talca,7103,Curepto,80 a 84,306,133,173,"76,9"
7,Maule,71,Talca,7103,Curepto,85 o más,317,140,177,"79,1"
7,Maule,71,Talca,7104,Empedrado,Total Comuna,3.990,2.046,1.944,"105,2"
7,Maule,71,Talca,7104,Empedrado,0 a 4,205,109,96,"113,5"
7,Maule,71,Talca,7104,Empedrado,5 a 9,231,135,96,"140,6"
7,Maule,71,Talca,7104,Empedrado,10 a 14,269,137,132,"103,8"
7,Maule,71,Talca,7104,Empedrado,15 a 19,263,143,120,"119,2"
7,Maule,71,Talca,7104,Empedrado,20 a 24,249,129,120,"107,5"
7,Maule,71,Talca,7104,Empedrado,25 a 29,268,127,141,"90,1"
7,Maule,71,Talca,7104,Empedrado,30 a 34,293,153,140,"109,3"
7,Maule,71,Talca,7104,Empedrado,35 a 39,265,117,148,"79,1"
7,Maule,71,Talca,7104,Empedrado,40 a 44,278,142,136,"104,4"
7,Maule,71,Talca,7104,Empedrado,45 a 49,271,136,135,"100,7"
7,Maule,71,Talca,7104,Empedrado,50 a 54,279,142,137,"103,6"
7,Maule,71,Talca,7104,Empedrado,55 a 59,244,114,130,"87,7"
7,Maule,71,Talca,7104,Empedrado,60 a 64,241,135,106,"127,4"
7,Maule,71,Talca,7104,Empedrado,65 a 69,198,107,91,"117,6"
7,Maule,71,Talca,7104,Empedrado,70 a 74,159,88,71,"123,9"
7,Maule,71,Talca,7104,Empedrado,75 a 79,133,67,66,"101,5"
7,Maule,71,Talca,7104,Empedrado,80 a 84,64,28,36,"77,8"
7,Maule,71,Talca,7104,Empedrado,85 o más,80,37,43,"86,0"
7,Maule,71,Talca,7105,Maule,Total Comuna,61.081,29.505,31.576,"93,4"
7,Maule,71,Talca,7105,Maule,0 a 4,3.586,1.834,1.752,"104,7"
7,Maule,71,Talca,7105,Maule,5 a 9,4.928,2.419,2.509,"96,4"
7,Maule,71,Talca,7105,Maule,10 a 14,5.160,2.671,2.489,"107,3"
7,Maule,71,Talca,7105,Maule,15 a 19,4.824,2.506,2.318,"108,1"
7,Maule,71,Talca,7105,Maule,20 a 24,4.152,2.065,2.087,"98,9"
7,Maule,71,Talca,7105,Maule,25 a 29,4.043,1.969,2.074,"94,9"
7,Maule,71,Talca,7105,Maule,30 a 34,5.235,2.477,2.758,"89,8"
7,Maule,71,Talca,7105,Maule,35 a 39,5.214,2.367,2.847,"83,1"
7,Maule,71,Talca,7105,Maule,40 a 44,4.972,2.262,2.710,"83,5"
7,Maule,71,Talca,7105,Maule,45 a 49,4.164,1.954,2.210,"88,4"
7,Maule,71,Talca,7105,Maule,50 a 54,3.695,1.741,1.954,"89,1"
7,Maule,71,Talca,7105,Maule,55 a 59,3.326,1.571,1.755,"89,5"
7,Maule,71,Talca,7105,Maule,60 a 64,2.670,1.268,1.402,"90,4"
7,Maule,71,Talca,7105,Maule,65 a 69,1.965,913,1.052,"86,8"
7,Maule,71,Talca,7105,Maule,70 a 74,1.323,651,672,"96,9"
7,Maule,71,Talca,7105,Maule,75 a 79,931,457,474,"96,4"
7,Maule,71,Talca,7105,Maule,80 a 84,516,252,264,"95,5"
7,Maule,71,Talca,7105,Maule,85 o más,377,128,249,"51,4"
7,Maule,71,Talca,7106,Pelarco,Total Comuna,9.229,4.592,4.637,"99,0"
7,Maule,71,Talca,7106,Pelarco,0 a 4,451,244,207,"117,9"
7,Maule,71,Talca,7106,Pelarco,5 a 9,585,303,282,"107,4"
7,Maule,71,Talca,7106,Pelarco,10 a 14,613,314,299,"105,0"
7,Maule,71,Talca,7106,Pelarco,15 a 19,587,301,286,"105,2"
7,Maule,71,Talca,7106,Pelarco,20 a 24,504,256,248,"103,2"
7,Maule,71,Talca,7106,Pelarco,25 a 29,543,247,296,"83,4"
7,Maule,71,Talca,7106,Pelarco,30 a 34,645,309,336,"92,0"
7,Maule,71,Talca,7106,Pelarco,35 a 39,633,307,326,"94,2"
7,Maule,71,Talca,7106,Pelarco,40 a 44,532,269,263,"102,3"
7,Maule,71,Talca,7106,Pelarco,45 a 49,598,288,310,"92,9"
7,Maule,71,Talca,7106,Pelarco,50 a 54,620,301,319,"94,4"
7,Maule,71,Talca,7106,Pelarco,55 a 59,683,354,329,"107,6"
7,Maule,71,Talca,7106,Pelarco,60 a 64,631,323,308,"104,9"
7,Maule,71,Talca,7106,Pelarco,65 a 69,520,262,258,"101,6"
7,Maule,71,Talca,7106,Pelarco,70 a 74,418,215,203,"105,9"
7,Maule,71,Talca,7106,Pelarco,75 a 79,301,145,156,"92,9"
7,Maule,71,Talca,7106,Pelarco,80 a 84,199,87,112,"77,7"
7,Maule,71,Talca,7106,Pelarco,85 o más,166,67,99,"67,7"
7,Maule,71,Talca,7107,Pencahue,Total Comuna,9.181,4.641,4.540,"102,2"
7,Maule,71,Talca,7107,Pencahue,0 a 4,423,228,195,"116,9"
7,Maule,71,Talca,7107,Pencahue,5 a 9,490,229,261,"87,7"
7,Maule,71,Talca,7107,Pencahue,10 a 14,533,273,260,"105,0"
7,Maule,71,Talca,7107,Pencahue,15 a 19,586,304,282,"107,8"
7,Maule,71,Talca,7107,Pencahue,20 a 24,592,289,303,"95,4"
7,Maule,71,Talca,7107,Pencahue,25 a 29,564,285,279,"102,2"
7,Maule,71,Talca,7107,Pencahue,30 a 34,580,279,301,"92,7"
7,Maule,71,Talca,7107,Pencahue,35 a 39,536,253,283,"89,4"
7,Maule,71,Talca,7107,Pencahue,40 a 44,622,314,308,"101,9"
7,Maule,71,Talca,7107,Pencahue,45 a 49,611,310,301,"103,0"
7,Maule,71,Talca,7107,Pencahue,50 a 54,679,334,345,"96,8"
7,Maule,71,Talca,7107,Pencahue,55 a 59,703,368,335,"109,9"
7,Maule,71,Talca,7107,Pencahue,60 a 64,653,347,306,"113,4"
7,Maule,71,Talca,7107,Pencahue,65 a 69,520,284,236,"120,3"
7,Maule,71,Talca,7107,Pencahue,70 a 74,450,230,220,"104,5"
7,Maule,71,Talca,7107,Pencahue,75 a 79,286,155,131,"118,3"
7,Maule,71,Talca,7107,Pencahue,80 a 84,181,95,86,"110,5"
7,Maule,71,Talca,7107,Pencahue,85 o más,172,64,108,"59,3"
7,Maule,71,Talca,7108,Río Claro,Total Comuna,14.276,7.195,7.081,"101,6"
7,Maule,71,Talca,7108,Río Claro,0 a 4,650,319,331,"96,4"
7,Maule,71,Talca,7108,Río Claro,5 a 9,866,459,407,"112,8"
7,Maule,71,Talca,7108,Río Claro,10 a 14,922,479,443,"108,1"
7,Maule,71,Talca,7108,Río Claro,15 a 19,867,448,419,"106,9"
7,Maule,71,Talca,7108,Río Claro,20 a 24,778,381,397,"96,0"
7,Maule,71,Talca,7108,Río Claro,25 a 29,893,436,457,"95,4"
7,Maule,71,Talca,7108,Río Claro,30 a 34,943,444,499,"89,0"
7,Maule,71,Talca,7108,Río Claro,35 a 39,921,467,454,"102,9"
7,Maule,71,Talca,7108,Río Claro,40 a 44,848,429,419,"102,4"
7,Maule,71,Talca,7108,Río Claro,45 a 49,969,478,491,"97,4"
7,Maule,71,Talca,7108,Río Claro,50 a 54,1.003,500,503,"99,4"
7,Maule,71,Talca,7108,Río Claro,55 a 59,1.104,528,576,"91,7"
7,Maule,71,Talca,7108,Río Claro,60 a 64,1.037,539,498,"108,2"
7,Maule,71,Talca,7108,Río Claro,65 a 69,857,448,409,"109,5"
7,Maule,71,Talca,7108,Río Claro,70 a 74,649,350,299,"117,1"
7,Maule,71,Talca,7108,Río Claro,75 a 79,453,252,201,"125,4"
7,Maule,71,Talca,7108,Río Claro,80 a 84,299,140,159,"88,1"
7,Maule,71,Talca,7108,Río Claro,85 o más,217,98,119,"82,4"
7,Maule,71,Talca,7109,San Clemente,Total Comuna,47.380,23.424,23.956,"97,8"
7,Maule,71,Talca,7109,San Clemente,0 a 4,2.518,1.235,1.283,"96,3"
7,Maule,71,Talca,7109,San Clemente,5 a 9,2.980,1.529,1.451,"105,4"
7,Maule,71,Talca,7109,San Clemente,10 a 14,3.380,1.714,1.666,"102,9"
7,Maule,71,Talca,7109,San Clemente,15 a 19,3.227,1.642,1.585,"103,6"
7,Maule,71,Talca,7109,San Clemente,20 a 24,3.004,1.493,1.511,"98,8"
7,Maule,71,Talca,7109,San Clemente,25 a 29,3.150,1.592,1.558,"102,2"
7,Maule,71,Talca,7109,San Clemente,30 a 34,3.530,1.672,1.858,"90,0"
7,Maule,71,Talca,7109,San Clemente,35 a 39,3.139,1.472,1.667,"88,3"
7,Maule,71,Talca,7109,San Clemente,40 a 44,2.801,1.339,1.462,"91,6"
7,Maule,71,Talca,7109,San Clemente,45 a 49,2.933,1.434,1.499,"95,7"
7,Maule,71,Talca,7109,San Clemente,50 a 54,3.214,1.571,1.643,"95,6"
7,Maule,71,Talca,7109,San Clemente,55 a 59,3.270,1.576,1.694,"93,0"
7,Maule,71,Talca,7109,San Clemente,60 a 64,2.978,1.519,1.459,"104,1"
7,Maule,71,Talca,7109,San Clemente,65 a 69,2.477,1.247,1.230,"101,4"
7,Maule,71,Talca,7109,San Clemente,70 a 74,1.949,987,962,"102,6"
7,Maule,71,Talca,7109,San Clemente,75 a 79,1.362,718,644,"111,5"
7,Maule,71,Talca,7109,San Clemente,80 a 84,849,420,429,"97,9"
7,Maule,71,Talca,7109,San Clemente,85 o más,619,264,355,"74,4"
7,Maule,71,Talca,7110,San Rafael,Total Comuna,11.230,5.552,5.678,"97,8"
7,Maule,71,Talca,7110,San Rafael,0 a 4,545,281,264,"106,4"
7,Maule,71,Talca,7110,San Rafael,5 a 9,776,407,369,"110,3"
7,Maule,71,Talca,7110,San Rafael,10 a 14,808,398,410,"97,1"
7,Maule,71,Talca,7110,San Rafael,15 a 19,803,424,379,"111,9"
7,Maule,71,Talca,7110,San Rafael,20 a 24,713,367,346,"106,1"
7,Maule,71,Talca,7110,San Rafael,25 a 29,754,367,387,"94,8"
7,Maule,71,Talca,7110,San Rafael,30 a 34,775,379,396,"95,7"
7,Maule,71,Talca,7110,San Rafael,35 a 39,721,327,394,"83,0"
7,Maule,71,Talca,7110,San Rafael,40 a 44,673,323,350,"92,3"
7,Maule,71,Talca,7110,San Rafael,45 a 49,673,323,350,"92,3"
7,Maule,71,Talca,7110,San Rafael,50 a 54,785,388,397,"97,7"
7,Maule,71,Talca,7110,San Rafael,55 a 59,749,356,393,"90,6"
7,Maule,71,Talca,7110,San Rafael,60 a 64,707,356,351,"101,4"
7,Maule,71,Talca,7110,San Rafael,65 a 69,599,303,296,"102,4"
7,Maule,71,Talca,7110,San Rafael,70 a 74,483,232,251,"92,4"
7,Maule,71,Talca,7110,San Rafael,75 a 79,316,162,154,"105,2"
7,Maule,71,Talca,7110,San Rafael,80 a 84,213,97,116,"83,6"
7,Maule,71,Talca,7110,San Rafael,85 o más,137,62,75,"82,7"
7,Maule,72,Cauquenes,7201,Cauquenes,Total Comuna,42.798,20.295,22.503,"90,2"
7,Maule,72,Cauquenes,7201,Cauquenes,0 a 4,2.019,1.007,1.012,"99,5"
7,Maule,72,Cauquenes,7201,Cauquenes,5 a 9,2.633,1.303,1.330,"98,0"
7,Maule,72,Cauquenes,7201,Cauquenes,10 a 14,2.888,1.421,1.467,"96,9"
7,Maule,72,Cauquenes,7201,Cauquenes,15 a 19,2.646,1.372,1.274,"107,7"
7,Maule,72,Cauquenes,7201,Cauquenes,20 a 24,2.285,1.137,1.148,"99,0"
7,Maule,72,Cauquenes,7201,Cauquenes,25 a 29,2.684,1.318,1.366,"96,5"
7,Maule,72,Cauquenes,7201,Cauquenes,30 a 34,2.932,1.412,1.520,"92,9"
7,Maule,72,Cauquenes,7201,Cauquenes,35 a 39,2.761,1.288,1.473,"87,4"
7,Maule,72,Cauquenes,7201,Cauquenes,40 a 44,2.732,1.299,1.433,"90,6"
7,Maule,72,Cauquenes,7201,Cauquenes,45 a 49,2.717,1.301,1.416,"91,9"
7,Maule,72,Cauquenes,7201,Cauquenes,50 a 54,2.757,1.252,1.505,"83,2"
7,Maule,72,Cauquenes,7201,Cauquenes,55 a 59,2.866,1.351,1.515,"89,2"
7,Maule,72,Cauquenes,7201,Cauquenes,60 a 64,2.869,1.327,1.542,"86,1"
7,Maule,72,Cauquenes,7201,Cauquenes,65 a 69,2.443,1.155,1.288,"89,7"
7,Maule,72,Cauquenes,7201,Cauquenes,70 a 74,1.927,869,1.058,"82,1"
7,Maule,72,Cauquenes,7201,Cauquenes,75 a 79,1.453,612,841,"72,8"
7,Maule,72,Cauquenes,7201,Cauquenes,80 a 84,1.060,457,603,"75,8"
7,Maule,72,Cauquenes,7201,Cauquenes,85 o más,1.126,414,712,"58,1"
7,Maule,72,Cauquenes,7202,Chanco,Total Comuna,9.446,4.698,4.748,"98,9"
7,Maule,72,Cauquenes,7202,Chanco,0 a 4,380,195,185,"105,4"
7,Maule,72,Cauquenes,7202,Chanco,5 a 9,595,290,305,"95,1"
7,Maule,72,Cauquenes,7202,Chanco,10 a 14,594,316,278,"113,7"
7,Maule,72,Cauquenes,7202,Chanco,15 a 19,567,275,292,"94,2"
7,Maule,72,Cauquenes,7202,Chanco,20 a 24,525,277,248,"111,7"
7,Maule,72,Cauquenes,7202,Chanco,25 a 29,503,238,265,"89,8"
7,Maule,72,Cauquenes,7202,Chanco,30 a 34,631,304,327,"93,0"
7,Maule,72,Cauquenes,7202,Chanco,35 a 39,606,297,309,"96,1"
7,Maule,72,Cauquenes,7202,Chanco,40 a 44,609,302,307,"98,4"
7,Maule,72,Cauquenes,7202,Chanco,45 a 49,586,274,312,"87,8"
7,Maule,72,Cauquenes,7202,Chanco,50 a 54,670,341,329,"103,6"
7,Maule,72,Cauquenes,7202,Chanco,55 a 59,703,354,349,"101,4"
7,Maule,72,Cauquenes,7202,Chanco,60 a 64,730,378,352,"107,4"
7,Maule,72,Cauquenes,7202,Chanco,65 a 69,536,281,255,"110,2"
7,Maule,72,Cauquenes,7202,Chanco,70 a 74,422,206,216,"95,4"
7,Maule,72,Cauquenes,7202,Chanco,75 a 79,326,174,152,"114,5"
7,Maule,72,Cauquenes,7202,Chanco,80 a 84,265,113,152,"74,3"
7,Maule,72,Cauquenes,7202,Chanco,85 o más,198,83,115,"72,2"
7,Maule,72,Cauquenes,7203,Pelluhue,Total Comuna,8.578,4.158,4.420,"94,1"
7,Maule,72,Cauquenes,7203,Pelluhue,0 a 4,411,212,199,"106,5"
7,Maule,72,Cauquenes,7203,Pelluhue,5 a 9,522,252,270,"93,3"
7,Maule,72,Cauquenes,7203,Pelluhue,10 a 14,564,288,276,"104,3"
7,Maule,72,Cauquenes,7203,Pelluhue,15 a 19,460,231,229,"100,9"
7,Maule,72,Cauquenes,7203,Pelluhue,20 a 24,401,208,193,"107,8"
7,Maule,72,Cauquenes,7203,Pelluhue,25 a 29,482,225,257,"87,5"
7,Maule,72,Cauquenes,7203,Pelluhue,30 a 34,590,271,319,"85,0"
7,Maule,72,Cauquenes,7203,Pelluhue,35 a 39,627,310,317,"97,8"
7,Maule,72,Cauquenes,7203,Pelluhue,40 a 44,597,278,319,"87,1"
7,Maule,72,Cauquenes,7203,Pelluhue,45 a 49,520,264,256,"103,1"
7,Maule,72,Cauquenes,7203,Pelluhue,50 a 54,563,288,275,"104,7"
7,Maule,72,Cauquenes,7203,Pelluhue,55 a 59,561,260,301,"86,4"
7,Maule,72,Cauquenes,7203,Pelluhue,60 a 64,563,271,292,"92,8"
7,Maule,72,Cauquenes,7203,Pelluhue,65 a 69,525,251,274,"91,6"
7,Maule,72,Cauquenes,7203,Pelluhue,70 a 74,452,215,237,"90,7"
7,Maule,72,Cauquenes,7203,Pelluhue,75 a 79,313,150,163,"92,0"
7,Maule,72,Cauquenes,7203,Pelluhue,80 a 84,243,105,138,"76,1"
7,Maule,72,Cauquenes,7203,Pelluhue,85 o más,184,79,105,"75,2"
7,Maule,73,Curicó,7301,Curicó,Total Comuna,159.968,77.105,82.863,"93,1"
7,Maule,73,Curicó,7301,Curicó,0 a 4,7.936,3.927,4.009,"98,0"
7,Maule,73,Curicó,7301,Curicó,5 a 9,10.433,5.260,5.173,"101,7"
7,Maule,73,Curicó,7301,Curicó,10 a 14,11.211,5.669,5.542,"102,3"
7,Maule,73,Curicó,7301,Curicó,15 a 19,10.407,5.368,5.039,"106,5"
7,Maule,73,Curicó,7301,Curicó,20 a 24,9.713,5.032,4.681,"107,5"
7,Maule,73,Curicó,7301,Curicó,25 a 29,11.308,5.718,5.590,"102,3"
7,Maule,73,Curicó,7301,Curicó,30 a 34,13.036,6.342,6.694,"94,7"
7,Maule,73,Curicó,7301,Curicó,35 a 39,12.560,6.076,6.484,"93,7"
7,Maule,73,Curicó,7301,Curicó,40 a 44,11.123,5.305,5.818,"91,2"
7,Maule,73,Curicó,7301,Curicó,45 a 49,10.378,4.947,5.431,"91,1"
7,Maule,73,Curicó,7301,Curicó,50 a 54,10.153,4.777,5.376,"88,9"
7,Maule,73,Curicó,7301,Curicó,55 a 59,10.227,4.682,5.545,"84,4"
7,Maule,73,Curicó,7301,Curicó,60 a 64,9.588,4.411,5.177,"85,2"
7,Maule,73,Curicó,7301,Curicó,65 a 69,7.665,3.511,4.154,"84,5"
7,Maule,73,Curicó,7301,Curicó,70 a 74,5.719,2.586,3.133,"82,5"
7,Maule,73,Curicó,7301,Curicó,75 a 79,3.960,1.722,2.238,"76,9"
7,Maule,73,Curicó,7301,Curicó,80 a 84,2.525,1.077,1.448,"74,4"
7,Maule,73,Curicó,7301,Curicó,85 o más,2.026,695,1.331,"52,2"
7,Maule,73,Curicó,7302,Hualañé,Total Comuna,10.775,5.392,5.383,"100,2"
7,Maule,73,Curicó,7302,Hualañé,0 a 4,445,245,200,"122,5"
7,Maule,73,Curicó,7302,Hualañé,5 a 9,619,313,306,"102,3"
7,Maule,73,Curicó,7302,Hualañé,10 a 14,639,344,295,"116,6"
7,Maule,73,Curicó,7302,Hualañé,15 a 19,599,323,276,"117,0"
7,Maule,73,Curicó,7302,Hualañé,20 a 24,613,311,302,"103,0"
7,Maule,73,Curicó,7302,Hualañé,25 a 29,604,289,315,"91,7"
7,Maule,73,Curicó,7302,Hualañé,30 a 34,737,372,365,"101,9"
7,Maule,73,Curicó,7302,Hualañé,35 a 39,665,327,338,"96,7"
7,Maule,73,Curicó,7302,Hualañé,40 a 44,616,294,322,"91,3"
7,Maule,73,Curicó,7302,Hualañé,45 a 49,706,342,364,"94,0"
7,Maule,73,Curicó,7302,Hualañé,50 a 54,798,405,393,"103,1"
7,Maule,73,Curicó,7302,Hualañé,55 a 59,794,375,419,"89,5"
7,Maule,73,Curicó,7302,Hualañé,60 a 64,783,386,397,"97,2"
7,Maule,73,Curicó,7302,Hualañé,65 a 69,720,361,359,"100,6"
7,Maule,73,Curicó,7302,Hualañé,70 a 74,563,287,276,"104,0"
7,Maule,73,Curicó,7302,Hualañé,75 a 79,413,209,204,"102,5"
7,Maule,73,Curicó,7302,Hualañé,80 a 84,237,120,117,"102,6"
7,Maule,73,Curicó,7302,Hualañé,85 o más,224,89,135,"65,9"
7,Maule,73,Curicó,7303,Licantén,Total Comuna,6.892,3.372,3.520,"95,8"
7,Maule,73,Curicó,7303,Licantén,0 a 4,300,135,165,"81,8"
7,Maule,73,Curicó,7303,Licantén,5 a 9,373,180,193,"93,3"
7,Maule,73,Curicó,7303,Licantén,10 a 14,422,203,219,"92,7"
7,Maule,73,Curicó,7303,Licantén,15 a 19,382,209,173,"120,8"
7,Maule,73,Curicó,7303,Licantén,20 a 24,367,191,176,"108,5"
7,Maule,73,Curicó,7303,Licantén,25 a 29,421,212,209,"101,4"
7,Maule,73,Curicó,7303,Licantén,30 a 34,472,216,256,"84,4"
7,Maule,73,Curicó,7303,Licantén,35 a 39,435,197,238,"82,8"
7,Maule,73,Curicó,7303,Licantén,40 a 44,455,222,233,"95,3"
7,Maule,73,Curicó,7303,Licantén,45 a 49,453,229,224,"102,2"
7,Maule,73,Curicó,7303,Licantén,50 a 54,472,220,252,"87,3"
7,Maule,73,Curicó,7303,Licantén,55 a 59,530,273,257,"106,2"
7,Maule,73,Curicó,7303,Licantén,60 a 64,520,250,270,"92,6"
7,Maule,73,Curicó,7303,Licantén,65 a 69,452,229,223,"102,7"
7,Maule,73,Curicó,7303,Licantén,70 a 74,314,153,161,"95,0"
7,Maule,73,Curicó,7303,Licantén,75 a 79,248,137,111,"123,4"
7,Maule,73,Curicó,7303,Licantén,80 a 84,145,68,77,"88,3"
7,Maule,73,Curicó,7303,Licantén,85 o más,131,48,83,"57,8"
7,Maule,73,Curicó,7304,Molina,Total Comuna,48.949,23.906,25.043,"95,5"
7,Maule,73,Curicó,7304,Molina,0 a 4,2.237,1.172,1.065,"110,0"
7,Maule,73,Curicó,7304,Molina,5 a 9,3.222,1.664,1.558,"106,8"
7,Maule,73,Curicó,7304,Molina,10 a 14,3.354,1.737,1.617,"107,4"
7,Maule,73,Curicó,7304,Molina,15 a 19,3.315,1.704,1.611,"105,8"
7,Maule,73,Curicó,7304,Molina,20 a 24,3.077,1.578,1.499,"105,3"
7,Maule,73,Curicó,7304,Molina,25 a 29,3.372,1.678,1.694,"99,1"
7,Maule,73,Curicó,7304,Molina,30 a 34,3.565,1.737,1.828,"95,0"
7,Maule,73,Curicó,7304,Molina,35 a 39,3.409,1.667,1.742,"95,7"
7,Maule,73,Curicó,7304,Molina,40 a 44,3.301,1.543,1.758,"87,8"
7,Maule,73,Curicó,7304,Molina,45 a 49,3.224,1.535,1.689,"90,9"
7,Maule,73,Curicó,7304,Molina,50 a 54,2.951,1.412,1.539,"91,7"
7,Maule,73,Curicó,7304,Molina,55 a 59,3.274,1.504,1.770,"85,0"
7,Maule,73,Curicó,7304,Molina,60 a 64,3.061,1.452,1.609,"90,2"
7,Maule,73,Curicó,7304,Molina,65 a 69,2.677,1.317,1.360,"96,8"
7,Maule,73,Curicó,7304,Molina,70 a 74,1.987,895,1.092,"82,0"
7,Maule,73,Curicó,7304,Molina,75 a 79,1.391,655,736,"89,0"
7,Maule,73,Curicó,7304,Molina,80 a 84,851,379,472,"80,3"
7,Maule,73,Curicó,7304,Molina,85 o más,681,277,404,"68,6"
7,Maule,73,Curicó,7305,Rauco,Total Comuna,11.266,5.613,5.653,"99,3"
7,Maule,73,Curicó,7305,Rauco,0 a 4,504,249,255,"97,6"
7,Maule,73,Curicó,7305,Rauco,5 a 9,667,345,322,"107,1"
7,Maule,73,Curicó,7305,Rauco,10 a 14,733,392,341,"115,0"
7,Maule,73,Curicó,7305,Rauco,15 a 19,758,407,351,"116,0"
7,Maule,73,Curicó,7305,Rauco,20 a 24,670,343,327,"104,9"
7,Maule,73,Curicó,7305,Rauco,25 a 29,716,368,348,"105,7"
7,Maule,73,Curicó,7305,Rauco,30 a 34,717,345,372,"92,7"
7,Maule,73,Curicó,7305,Rauco,35 a 39,712,345,367,"94,0"
7,Maule,73,Curicó,7305,Rauco,40 a 44,760,365,395,"92,4"
7,Maule,73,Curicó,7305,Rauco,45 a 49,781,374,407,"91,9"
7,Maule,73,Curicó,7305,Rauco,50 a 54,798,386,412,"93,7"
7,Maule,73,Curicó,7305,Rauco,55 a 59,800,399,401,"99,5"
7,Maule,73,Curicó,7305,Rauco,60 a 64,764,366,398,"92,0"
7,Maule,73,Curicó,7305,Rauco,65 a 69,626,318,308,"103,2"
7,Maule,73,Curicó,7305,Rauco,70 a 74,478,247,231,"106,9"
7,Maule,73,Curicó,7305,Rauco,75 a 79,380,188,192,"97,9"
7,Maule,73,Curicó,7305,Rauco,80 a 84,217,100,117,"85,5"
7,Maule,73,Curicó,7305,Rauco,85 o más,185,76,109,"69,7"
7,Maule,73,Curicó,7306,Romeral,Total Comuna,17.233,8.448,8.785,"96,2"
7,Maule,73,Curicó,7306,Romeral,0 a 4,856,431,425,"101,4"
7,Maule,73,Curicó,7306,Romeral,5 a 9,1.134,543,591,"91,9"
7,Maule,73,Curicó,7306,Romeral,10 a 14,1.177,585,592,"98,8"
7,Maule,73,Curicó,7306,Romeral,15 a 19,1.120,561,559,"100,4"
7,Maule,73,Curicó,7306,Romeral,20 a 24,1.050,555,495,"112,1"
7,Maule,73,Curicó,7306,Romeral,25 a 29,1.099,555,544,"102,0"
7,Maule,73,Curicó,7306,Romeral,30 a 34,1.371,644,727,"88,6"
7,Maule,73,Curicó,7306,Romeral,35 a 39,1.242,611,631,"96,8"
7,Maule,73,Curicó,7306,Romeral,40 a 44,1.163,543,620,"87,6"
7,Maule,73,Curicó,7306,Romeral,45 a 49,1.152,547,605,"90,4"
7,Maule,73,Curicó,7306,Romeral,50 a 54,1.141,602,539,"111,7"
7,Maule,73,Curicó,7306,Romeral,55 a 59,1.212,601,611,"98,4"
7,Maule,73,Curicó,7306,Romeral,60 a 64,1.111,537,574,"93,6"
7,Maule,73,Curicó,7306,Romeral,65 a 69,823,391,432,"90,5"
7,Maule,73,Curicó,7306,Romeral,70 a 74,646,312,334,"93,4"
7,Maule,73,Curicó,7306,Romeral,75 a 79,450,211,239,"88,3"
7,Maule,73,Curicó,7306,Romeral,80 a 84,256,121,135,"89,6"
7,Maule,73,Curicó,7306,Romeral,85 o más,230,98,132,"74,2"
7,Maule,73,Curicó,7307,Sagrada Familia,Total Comuna,19.427,9.751,9.676,"100,8"
7,Maule,73,Curicó,7307,Sagrada Familia,0 a 4,931,501,430,"116,5"
7,Maule,73,Curicó,7307,Sagrada Familia,5 a 9,1.133,550,583,"94,3"
7,Maule,73,Curicó,7307,Sagrada Familia,10 a 14,1.194,606,588,"103,1"
7,Maule,73,Curicó,7307,Sagrada Familia,15 a 19,1.225,650,575,"113,0"
7,Maule,73,Curicó,7307,Sagrada Familia,20 a 24,1.189,614,575,"106,8"
7,Maule,73,Curicó,7307,Sagrada Familia,25 a 29,1.228,585,643,"91,0"
7,Maule,73,Curicó,7307,Sagrada Familia,30 a 34,1.392,682,710,"96,1"
7,Maule,73,Curicó,7307,Sagrada Familia,35 a 39,1.378,706,672,"105,1"
7,Maule,73,Curicó,7307,Sagrada Familia,40 a 44,1.278,621,657,"94,5"
7,Maule,73,Curicó,7307,Sagrada Familia,45 a 49,1.259,599,660,"90,8"
