,,,,,,,,,,
,,,,,,,,,,
"4. Población censada por sexo y razón hombre-mujer, según grupos de edad quinquenal y comuna.",,,,,,,,,,
Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Grupos de edad,Población censada,Hombres,Mujeres,Razón hombre-mujer
4,Coquimbo,43,Limarí,4305,Río Hurtado,75 a 79,212,95,117,"81,2"
4,Coquimbo,43,Limarí,4305,Río Hurtado,80 a 84,145,65,80,"81,3"
4,Coquimbo,43,Limarí,4305,Río Hurtado,85 o más,136,56,80,"70,0"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Total Comuna,284.938,138.494,146.444,"94,6"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,0 a 4,11.163,5.718,5.445,"105,0"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,5 a 9,15.594,8.012,7.582,"105,7"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,10 a 14,17.520,9.054,8.466,"106,9"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,15 a 19,18.245,9.462,8.783,"107,7"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,20 a 24,22.750,11.686,11.064,"105,6"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,25 a 29,22.040,11.361,10.679,"106,4"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,30 a 34,23.062,11.747,11.315,"103,8"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,35 a 39,20.368,10.270,10.098,"101,7"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,40 a 44,18.804,9.214,9.590,"96,1"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,45 a 49,16.844,8.010,8.834,"90,7"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,50 a 54,17.110,8.212,8.898,"92,3"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,55 a 59,17.429,8.154,9.275,"87,9"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,60 a 64,17.471,7.946,9.525,"83,4"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,65 a 69,15.163,6.980,8.183,"85,3"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,70 a 74,11.667,5.141,6.526,"78,8"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,75 a 79,8.892,3.771,5.121,"73,6"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,80 a 84,5.720,2.171,3.549,"61,2"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,85 o más,5.096,1.585,3.511,"45,1"
5,Valparaíso,51,Valparaíso,5102,Casablanca,Total Comuna,29.876,14.582,15.294,"95,3"
5,Valparaíso,51,Valparaíso,5102,Casablanca,0 a 4,1.481,799,682,"117,2"
5,Valparaíso,51,Valparaíso,5102,Casablanca,5 a 9,1.871,941,930,"101,2"
5,Valparaíso,51,Valparaíso,5102,Casablanca,10 a 14,2.047,1.026,1.021,"100,5"
5,Valparaíso,51,Valparaíso,5102,Casablanca,15 a 19,1.943,986,957,"103,0"
5,Valparaíso,51,Valparaíso,5102,Casablanca,20 a 24,1.948,982,966,"101,7"
5,Valparaíso,51,Valparaíso,5102,Casablanca,25 a 29,2.093,1.042,1.051,"99,1"
5,Valparaíso,51,Valparaíso,5102,Casablanca,30 a 34,2.240,1.158,1.082,"107,0"
5,Valparaíso,51,Valparaíso,5102,Casablanca,35 a 39,2.211,1.032,1.179,"87,5"
5,Valparaíso,51,Valparaíso,5102,Casablanca,40 a 44,2.003,932,1.071,"87,0"
5,Valparaíso,51,Valparaíso,5102,Casablanca,45 a 49,1.877,922,955,"96,5"
5,Valparaíso,51,Valparaíso,5102,Casablanca,50 a 54,1.973,955,1.018,"93,8"
5,Valparaíso,51,Valparaíso,5102,Casablanca,55 a 59,1.920,902,1.018,"88,6"
5,Valparaíso,51,Valparaíso,5102,Casablanca,60 a 64,1.857,915,942,"97,1"
5,Valparaíso,51,Valparaíso,5102,Casablanca,65 a 69,1.477,712,765,"93,1"
5,Valparaíso,51,Valparaíso,5102,Casablanca,70 a 74,1.119,516,603,"85,6"
5,Valparaíso,51,Valparaíso,5102,Casablanca,75 a 79,760,347,413,"84,0"
5,Valparaíso,51,Valparaíso,5102,Casablanca,80 a 84,568,230,338,"68,0"
5,Valparaíso,51,Valparaíso,5102,Casablanca,85 o más,488,185,303,"61,1"
5,Valparaíso,51,Valparaíso,5103,Concón,Total Comuna,48.294,23.153,25.141,"92,1"
5,Valparaíso,51,Valparaíso,5103,Concón,0 a 4,2.116,1.087,1.029,"105,6"
5,Valparaíso,51,Valparaíso,5103,Concón,5 a 9,2.744,1.377,1.367,"100,7"
5,Valparaíso,51,Valparaíso,5103,Concón,10 a 14,2.993,1.507,1.486,"101,4"
5,Valparaíso,51,Valparaíso,5103,Concón,15 a 19,3.027,1.533,1.494,"102,6"
5,Valparaíso,51,Valparaíso,5103,Concón,20 a 24,3.271,1.696,1.575,"107,7"
5,Valparaíso,51,Valparaíso,5103,Concón,25 a 29,3.450,1.768,1.682,"105,1"
5,Valparaíso,51,Valparaíso,5103,Concón,30 a 34,3.899,1.882,2.017,"93,3"
5,Valparaíso,51,Valparaíso,5103,Concón,35 a 39,3.627,1.792,1.835,"97,7"
5,Valparaíso,51,Valparaíso,5103,Concón,40 a 44,3.411,1.619,1.792,"90,3"
5,Valparaíso,51,Valparaíso,5103,Concón,45 a 49,3.052,1.413,1.639,"86,2"
5,Valparaíso,51,Valparaíso,5103,Concón,50 a 54,3.112,1.473,1.639,"89,9"
5,Valparaíso,51,Valparaíso,5103,Concón,55 a 59,3.116,1.452,1.664,"87,3"
5,Valparaíso,51,Valparaíso,5103,Concón,60 a 64,3.106,1.433,1.673,"85,7"
5,Valparaíso,51,Valparaíso,5103,Concón,65 a 69,2.516,1.061,1.455,"72,9"
5,Valparaíso,51,Valparaíso,5103,Concón,70 a 74,1.802,811,991,"81,8"
5,Valparaíso,51,Valparaíso,5103,Concón,75 a 79,1.438,629,809,"77,8"
5,Valparaíso,51,Valparaíso,5103,Concón,80 a 84,888,371,517,"71,8"
5,Valparaíso,51,Valparaíso,5103,Concón,85 o más,726,249,477,"52,2"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,Total Comuna,904,458,446,"102,7"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,0 a 4,59,25,34,"73,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,5 a 9,53,20,33,"60,6"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,10 a 14,77,46,31,"148,4"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,15 a 19,46,20,26,"76,9"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,20 a 24,16,5,11,"45,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,25 a 29,64,33,31,"106,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,30 a 34,91,53,38,"139,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,35 a 39,108,52,56,"92,9"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,40 a 44,66,36,30,"120,0"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,45 a 49,61,37,24,"154,2"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,50 a 54,47,25,22,"113,6"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,55 a 59,45,23,22,"104,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,60 a 64,45,17,28,"60,7"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,65 a 69,57,30,27,"111,1"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,70 a 74,39,21,18,"116,7"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,75 a 79,14,8,6,"133,3"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,80 a 84,10,5,5,"100,0"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,85 o más,6,2,4,"50,0"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,Total Comuna,22.539,11.156,11.383,"98,0"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,0 a 4,1.050,531,519,"102,3"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,5 a 9,1.367,708,659,"107,4"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,10 a 14,1.526,788,738,"106,8"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,15 a 19,1.341,702,639,"109,9"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,20 a 24,1.284,675,609,"110,8"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,25 a 29,1.351,676,675,"100,1"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,30 a 34,1.609,797,812,"98,2"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,35 a 39,1.583,788,795,"99,1"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,40 a 44,1.529,752,777,"96,8"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,45 a 49,1.341,659,682,"96,6"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,50 a 54,1.433,709,724,"97,9"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,55 a 59,1.490,737,753,"97,9"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,60 a 64,1.557,732,825,"88,7"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,65 a 69,1.444,694,750,"92,5"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,70 a 74,1.051,486,565,"86,0"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,75 a 79,745,377,368,"102,4"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,80 a 84,432,191,241,"79,3"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,85 o más,406,154,252,"61,1"
5,Valparaíso,51,Valparaíso,5107,Quintero,Total Comuna,35.754,17.507,18.247,"95,9"
5,Valparaíso,51,Valparaíso,5107,Quintero,0 a 4,1.758,890,868,"102,5"
5,Valparaíso,51,Valparaíso,5107,Quintero,5 a 9,2.311,1.164,1.147,"101,5"
5,Valparaíso,51,Valparaíso,5107,Quintero,10 a 14,2.603,1.333,1.270,"105,0"
5,Valparaíso,51,Valparaíso,5107,Quintero,15 a 19,2.204,1.125,1.079,"104,3"
5,Valparaíso,51,Valparaíso,5107,Quintero,20 a 24,2.277,1.167,1.110,"105,1"
5,Valparaíso,51,Valparaíso,5107,Quintero,25 a 29,2.394,1.204,1.190,"101,2"
5,Valparaíso,51,Valparaíso,5107,Quintero,30 a 34,2.550,1.257,1.293,"97,2"
5,Valparaíso,51,Valparaíso,5107,Quintero,35 a 39,2.472,1.215,1.257,"96,7"
5,Valparaíso,51,Valparaíso,5107,Quintero,40 a 44,2.407,1.145,1.262,"90,7"
5,Valparaíso,51,Valparaíso,5107,Quintero,45 a 49,2.193,1.104,1.089,"101,4"
5,Valparaíso,51,Valparaíso,5107,Quintero,50 a 54,2.173,1.078,1.095,"98,4"
5,Valparaíso,51,Valparaíso,5107,Quintero,55 a 59,2.268,1.098,1.170,"93,8"
5,Valparaíso,51,Valparaíso,5107,Quintero,60 a 64,2.321,1.064,1.257,"84,6"
5,Valparaíso,51,Valparaíso,5107,Quintero,65 a 69,1.949,918,1.031,"89,0"
5,Valparaíso,51,Valparaíso,5107,Quintero,70 a 74,1.490,703,787,"89,3"
5,Valparaíso,51,Valparaíso,5107,Quintero,75 a 79,1.069,498,571,"87,2"
5,Valparaíso,51,Valparaíso,5107,Quintero,80 a 84,748,331,417,"79,4"
5,Valparaíso,51,Valparaíso,5107,Quintero,85 o más,567,213,354,"60,2"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,Total Comuna,334.871,158.878,175.993,"90,3"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,0 a 4,12.972,6.647,6.325,"105,1"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,5 a 9,17.228,8.723,8.505,"102,6"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,10 a 14,18.954,9.689,9.265,"104,6"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,15 a 19,21.244,10.701,10.543,"101,5"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,20 a 24,27.842,13.986,13.856,"100,9"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,25 a 29,25.625,12.915,12.710,"101,6"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,30 a 34,26.926,13.592,13.334,"101,9"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,35 a 39,24.232,11.917,12.315,"96,8"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,40 a 44,21.547,10.463,11.084,"94,4"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,45 a 49,19.225,9.147,10.078,"90,8"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,50 a 54,19.077,8.823,10.254,"86,0"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,55 a 59,19.895,8.892,11.003,"80,8"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,60 a 64,20.717,9.101,11.616,"78,3"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,65 a 69,18.313,7.956,10.357,"76,8"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,70 a 74,14.020,6.149,7.871,"78,1"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,75 a 79,11.134,4.591,6.543,"70,2"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,80 a 84,7.965,3.078,4.887,"63,0"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,85 o más,7.955,2.508,5.447,"46,0"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,Total Comuna,4.800,2.351,2.449,"96,0"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,0 a 4,334,180,154,"116,9"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,5 a 9,374,183,191,"95,8"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,10 a 14,325,160,165,"97,0"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,15 a 19,284,150,134,"111,9"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,20 a 24,213,104,109,"95,4"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,25 a 29,354,180,174,"103,4"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,30 a 34,520,240,280,"85,7"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,35 a 39,477,215,262,"82,1"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,40 a 44,405,207,198,"104,5"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,45 a 49,357,165,192,"85,9"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,50 a 54,295,153,142,"107,7"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,55 a 59,224,108,116,"93,1"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,60 a 64,233,125,108,"115,7"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,65 a 69,174,75,99,"75,8"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,70 a 74,119,60,59,"101,7"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,75 a 79,61,27,34,"79,4"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,80 a 84,31,12,19,"63,2"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,85 o más,20,7,13,"53,8"
5,Valparaíso,53,Los Andes,5301,Los Andes,Total Comuna,63.440,30.469,32.971,"92,4"
5,Valparaíso,53,Los Andes,5301,Los Andes,0 a 4,2.888,1.466,1.422,"103,1"
5,Valparaíso,53,Los Andes,5301,Los Andes,5 a 9,4.090,2.048,2.042,"100,3"
5,Valparaíso,53,Los Andes,5301,Los Andes,10 a 14,4.632,2.306,2.326,"99,1"
5,Valparaíso,53,Los Andes,5301,Los Andes,15 a 19,4.134,2.102,2.032,"103,4"
5,Valparaíso,53,Los Andes,5301,Los Andes,20 a 24,3.846,2.000,1.846,"108,3"
5,Valparaíso,53,Los Andes,5301,Los Andes,25 a 29,4.643,2.351,2.292,"102,6"
5,Valparaíso,53,Los Andes,5301,Los Andes,30 a 34,5.082,2.474,2.608,"94,9"
5,Valparaíso,53,Los Andes,5301,Los Andes,35 a 39,4.846,2.466,2.380,"103,6"
5,Valparaíso,53,Los Andes,5301,Los Andes,40 a 44,4.262,2.026,2.236,"90,6"
5,Valparaíso,53,Los Andes,5301,Los Andes,45 a 49,3.950,1.861,2.089,"89,1"
5,Valparaíso,53,Los Andes,5301,Los Andes,50 a 54,3.841,1.747,2.094,"83,4"
5,Valparaíso,53,Los Andes,5301,Los Andes,55 a 59,3.701,1.693,2.008,"84,3"
5,Valparaíso,53,Los Andes,5301,Los Andes,60 a 64,3.764,1.734,2.030,"85,4"
5,Valparaíso,53,Los Andes,5301,Los Andes,65 a 69,3.148,1.403,1.745,"80,4"
5,Valparaíso,53,Los Andes,5301,Los Andes,70 a 74,2.500,1.122,1.378,"81,4"
5,Valparaíso,53,Los Andes,5301,Los Andes,75 a 79,1.971,859,1.112,"77,2"
5,Valparaíso,53,Los Andes,5301,Los Andes,80 a 84,1.213,513,700,"73,3"
5,Valparaíso,53,Los Andes,5301,Los Andes,85 o más,929,298,631,"47,2"
5,Valparaíso,53,Los Andes,5302,Calle Larga,Total Comuna,16.597,8.139,8.458,"96,2"
5,Valparaíso,53,Los Andes,5302,Calle Larga,0 a 4,806,414,392,"105,6"
5,Valparaíso,53,Los Andes,5302,Calle Larga,5 a 9,1.293,637,656,"97,1"
5,Valparaíso,53,Los Andes,5302,Calle Larga,10 a 14,1.293,646,647,"99,8"
5,Valparaíso,53,Los Andes,5302,Calle Larga,15 a 19,1.118,569,549,"103,6"
5,Valparaíso,53,Los Andes,5302,Calle Larga,20 a 24,918,458,460,"99,6"
5,Valparaíso,53,Los Andes,5302,Calle Larga,25 a 29,1.083,528,555,"95,1"
5,Valparaíso,53,Los Andes,5302,Calle Larga,30 a 34,1.255,600,655,"91,6"
5,Valparaíso,53,Los Andes,5302,Calle Larga,35 a 39,1.324,638,686,"93,0"
5,Valparaíso,53,Los Andes,5302,Calle Larga,40 a 44,1.236,618,618,"100,0"
5,Valparaíso,53,Los Andes,5302,Calle Larga,45 a 49,1.062,490,572,"85,7"
5,Valparaíso,53,Los Andes,5302,Calle Larga,50 a 54,1.063,516,547,"94,3"
5,Valparaíso,53,Los Andes,5302,Calle Larga,55 a 59,1.016,512,504,"101,6"
5,Valparaíso,53,Los Andes,5302,Calle Larga,60 a 64,935,462,473,"97,7"
5,Valparaíso,53,Los Andes,5302,Calle Larga,65 a 69,755,352,403,"87,3"
5,Valparaíso,53,Los Andes,5302,Calle Larga,70 a 74,543,286,257,"111,3"
5,Valparaíso,53,Los Andes,5302,Calle Larga,75 a 79,398,191,207,"92,3"
5,Valparaíso,53,Los Andes,5302,Calle Larga,80 a 84,288,142,146,"97,3"
5,Valparaíso,53,Los Andes,5302,Calle Larga,85 o más,211,80,131,"61,1"
5,Valparaíso,53,Los Andes,5303,Rinconada,Total Comuna,11.855,5.851,6.004,"97,5"
5,Valparaíso,53,Los Andes,5303,Rinconada,0 a 4,643,335,308,"108,8"
5,Valparaíso,53,Los Andes,5303,Rinconada,5 a 9,877,442,435,"101,6"
5,Valparaíso,53,Los Andes,5303,Rinconada,10 a 14,979,536,443,"121,0"
5,Valparaíso,53,Los Andes,5303,Rinconada,15 a 19,779,391,388,"100,8"
5,Valparaíso,53,Los Andes,5303,Rinconada,20 a 24,663,327,336,"97,3"
5,Valparaíso,53,Los Andes,5303,Rinconada,25 a 29,718,360,358,"100,6"
5,Valparaíso,53,Los Andes,5303,Rinconada,30 a 34,888,407,481,"84,6"
5,Valparaíso,53,Los Andes,5303,Rinconada,35 a 39,884,417,467,"89,3"
5,Valparaíso,53,Los Andes,5303,Rinconada,40 a 44,861,408,453,"90,1"
5,Valparaíso,53,Los Andes,5303,Rinconada,45 a 49,836,414,422,"98,1"
5,Valparaíso,53,Los Andes,5303,Rinconada,50 a 54,735,365,370,"98,6"
5,Valparaíso,53,Los Andes,5303,Rinconada,55 a 59,782,366,416,"88,0"
5,Valparaíso,53,Los Andes,5303,Rinconada,60 a 64,636,334,302,"110,6"
5,Valparaíso,53,Los Andes,5303,Rinconada,65 a 69,524,257,267,"96,3"
5,Valparaíso,53,Los Andes,5303,Rinconada,70 a 74,377,187,190,"98,4"
5,Valparaíso,53,Los Andes,5303,Rinconada,75 a 79,302,144,158,"91,1"
5,Valparaíso,53,Los Andes,5303,Rinconada,80 a 84,209,92,117,"78,6"
5,Valparaíso,53,Los Andes,5303,Rinconada,85 o más,162,69,93,"74,2"
5,Valparaíso,53,Los Andes,5304,San Esteban,Total Comuna,20.112,9.835,10.277,"95,7"
5,Valparaíso,53,Los Andes,5304,San Esteban,0 a 4,968,498,470,"106,0"
5,Valparaíso,53,Los Andes,5304,San Esteban,5 a 9,1.345,680,665,"102,3"
5,Valparaíso,53,Los Andes,5304,San Esteban,10 a 14,1.513,768,745,"103,1"
5,Valparaíso,53,Los Andes,5304,San Esteban,15 a 19,1.346,697,649,"107,4"
5,Valparaíso,53,Los Andes,5304,San Esteban,20 a 24,1.188,595,593,"100,3"
5,Valparaíso,53,Los Andes,5304,San Esteban,25 a 29,1.295,656,639,"102,7"
5,Valparaíso,53,Los Andes,5304,San Esteban,30 a 34,1.450,677,773,"87,6"
5,Valparaíso,53,Los Andes,5304,San Esteban,35 a 39,1.518,742,776,"95,6"
5,Valparaíso,53,Los Andes,5304,San Esteban,40 a 44,1.364,624,740,"84,3"
5,Valparaíso,53,Los Andes,5304,San Esteban,45 a 49,1.301,612,689,"88,8"
5,Valparaíso,53,Los Andes,5304,San Esteban,50 a 54,1.275,628,647,"97,1"
5,Valparaíso,53,Los Andes,5304,San Esteban,55 a 59,1.362,623,739,"84,3"
5,Valparaíso,53,Los Andes,5304,San Esteban,60 a 64,1.303,654,649,"100,8"
5,Valparaíso,53,Los Andes,5304,San Esteban,65 a 69,975,476,499,"95,4"
5,Valparaíso,53,Los Andes,5304,San Esteban,70 a 74,728,363,365,"99,5"
5,Valparaíso,53,Los Andes,5304,San Esteban,75 a 79,560,274,286,"95,8"
5,Valparaíso,53,Los Andes,5304,San Esteban,80 a 84,339,163,176,"92,6"
5,Valparaíso,53,Los Andes,5304,San Esteban,85 o más,282,105,177,"59,3"
5,Valparaíso,54,Petorca,5401,La Ligua,Total Comuna,39.270,19.171,20.099,"95,4"
5,Valparaíso,54,Petorca,5401,La Ligua,0 a 4,1.844,938,906,"103,5"
5,Valparaíso,54,Petorca,5401,La Ligua,5 a 9,2.407,1.203,1.204,"99,9"
5,Valparaíso,54,Petorca,5401,La Ligua,10 a 14,2.557,1.309,1.248,"104,9"
5,Valparaíso,54,Petorca,5401,La Ligua,15 a 19,2.349,1.239,1.110,"111,6"
5,Valparaíso,54,Petorca,5401,La Ligua,20 a 24,2.252,1.117,1.135,"98,4"
5,Valparaíso,54,Petorca,5401,La Ligua,25 a 29,2.722,1.389,1.333,"104,2"
5,Valparaíso,54,Petorca,5401,La Ligua,30 a 34,2.853,1.399,1.454,"96,2"
5,Valparaíso,54,Petorca,5401,La Ligua,35 a 39,2.866,1.386,1.480,"93,6"
5,Valparaíso,54,Petorca,5401,La Ligua,40 a 44,2.477,1.235,1.242,"99,4"
5,Valparaíso,54,Petorca,5401,La Ligua,45 a 49,2.420,1.169,1.251,"93,4"
5,Valparaíso,54,Petorca,5401,La Ligua,50 a 54,2.481,1.148,1.333,"86,1"
5,Valparaíso,54,Petorca,5401,La Ligua,55 a 59,2.702,1.284,1.418,"90,6"
5,Valparaíso,54,Petorca,5401,La Ligua,60 a 64,2.774,1.278,1.496,"85,4"
5,Valparaíso,54,Petorca,5401,La Ligua,65 a 69,2.275,1.089,1.186,"91,8"
5,Valparaíso,54,Petorca,5401,La Ligua,70 a 74,1.663,831,832,"99,9"
5,Valparaíso,54,Petorca,5401,La Ligua,75 a 79,1.145,554,591,"93,7"
5,Valparaíso,54,Petorca,5401,La Ligua,80 a 84,830,351,479,"73,3"
5,Valparaíso,54,Petorca,5401,La Ligua,85 o más,653,252,401,"62,8"
5,Valparaíso,54,Petorca,5402,Cabildo,Total Comuna,20.015,9.860,10.155,"97,1"
5,Valparaíso,54,Petorca,5402,Cabildo,0 a 4,965,487,478,"101,9"
5,Valparaíso,54,Petorca,5402,Cabildo,5 a 9,1.255,643,612,"105,1"
5,Valparaíso,54,Petorca,5402,Cabildo,10 a 14,1.409,729,680,"107,2"
5,Valparaíso,54,Petorca,5402,Cabildo,15 a 19,1.422,736,686,"107,3"
5,Valparaíso,54,Petorca,5402,Cabildo,20 a 24,1.300,656,644,"101,9"
5,Valparaíso,54,Petorca,5402,Cabildo,25 a 29,1.352,670,682,"98,2"
5,Valparaíso,54,Petorca,5402,Cabildo,30 a 34,1.399,682,717,"95,1"
5,Valparaíso,54,Petorca,5402,Cabildo,35 a 39,1.344,633,711,"89,0"
5,Valparaíso,54,Petorca,5402,Cabildo,40 a 44,1.360,652,708,"92,1"
5,Valparaíso,54,Petorca,5402,Cabildo,45 a 49,1.174,571,603,"94,7"
5,Valparaíso,54,Petorca,5402,Cabildo,50 a 54,1.260,575,685,"83,9"
5,Valparaíso,54,Petorca,5402,Cabildo,55 a 59,1.295,632,663,"95,3"
5,Valparaíso,54,Petorca,5402,Cabildo,60 a 64,1.280,636,644,"98,8"
5,Valparaíso,54,Petorca,5402,Cabildo,65 a 69,1.102,540,562,"96,1"
5,Valparaíso,54,Petorca,5402,Cabildo,70 a 74,766,370,396,"93,4"
5,Valparaíso,54,Petorca,5402,Cabildo,75 a 79,606,326,280,"116,4"
5,Valparaíso,54,Petorca,5402,Cabildo,80 a 84,407,193,214,"90,2"
5,Valparaíso,54,Petorca,5402,Cabildo,85 o más,319,129,190,"67,9"
5,Valparaíso,54,Petorca,5403,Papudo,Total Comuna,7.561,3.766,3.795,"99,2"
5,Valparaíso,54,Petorca,5403,Papudo,0 a 4,348,172,176,"97,7"
5,Valparaíso,54,Petorca,5403,Papudo,5 a 9,483,247,236,"104,7"
5,Valparaíso,54,Petorca,5403,Papudo,10 a 14,503,259,244,"106,1"
5,Valparaíso,54,Petorca,5403,Papudo,15 a 19,446,218,228,"95,6"
5,Valparaíso,54,Petorca,5403,Papudo,20 a 24,398,221,177,"124,9"
5,Valparaíso,54,Petorca,5403,Papudo,25 a 29,487,216,271,"79,7"
5,Valparaíso,54,Petorca,5403,Papudo,30 a 34,570,283,287,"98,6"
5,Valparaíso,54,Petorca,5403,Papudo,35 a 39,520,263,257,"102,3"
5,Valparaíso,54,Petorca,5403,Papudo,40 a 44,478,240,238,"100,8"
5,Valparaíso,54,Petorca,5403,Papudo,45 a 49,476,238,238,"100,0"
5,Valparaíso,54,Petorca,5403,Papudo,50 a 54,480,252,228,"110,5"
5,Valparaíso,54,Petorca,5403,Papudo,55 a 59,522,260,262,"99,2"
5,Valparaíso,54,Petorca,5403,Papudo,60 a 64,526,275,251,"109,6"
5,Valparaíso,54,Petorca,5403,Papudo,65 a 69,472,227,245,"92,7"
5,Valparaíso,54,Petorca,5403,Papudo,70 a 74,365,187,178,"105,1"
5,Valparaíso,54,Petorca,5403,Papudo,75 a 79,238,101,137,"73,7"
5,Valparaíso,54,Petorca,5403,Papudo,80 a 84,143,64,79,"81,0"
5,Valparaíso,54,Petorca,5403,Papudo,85 o más,106,43,63,"68,3"
5,Valparaíso,54,Petorca,5404,Petorca,Total Comuna,10.206,5.030,5.176,"97,2"
5,Valparaíso,54,Petorca,5404,Petorca,0 a 4,453,220,233,"94,4"
