,,,,,,,,,,,
,,,,,,,,,,,
"2. Población censada por tramo de edad e índice de envejecimiento, según sexo y comuna.",,,,,,,,,,,
Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Sexo,Población censada,0-14,15-64,65 años o más,Índice de envejecimiento
8,Biobío,83,Biobío,8311,Santa Bárbara,Mujer,7.228,1.198,4.786,1.244,"103,8"
8,Biobío,83,Biobío,8312,Tucapel,Total Comuna,15.729,2.664,10.124,2.941,"110,4"
8,Biobío,83,Biobío,8312,Tucapel,Hombre,7.568,1.314,4.894,1.360,"103,5"
8,Biobío,83,Biobío,8312,Tucapel,Mujer,8.161,1.350,5.230,1.581,"117,1"
8,Biobío,83,Biobío,8313,Yumbel,Total Comuna,23.170,3.706,14.865,4.599,"124,1"
8,Biobío,83,Biobío,8313,Yumbel,Hombre,11.359,1.899,7.272,2.188,"115,2"
8,Biobío,83,Biobío,8313,Yumbel,Mujer,11.811,1.807,7.593,2.411,"133,4"
8,Biobío,83,Biobío,8314,Alto Biobío,Total Comuna,6.016,1.422,4.043,551,"38,7"
8,Biobío,83,Biobío,8314,Alto Biobío,Hombre,3.005,693,2.020,292,"42,1"
8,Biobío,83,Biobío,8314,Alto Biobío,Mujer,3.011,729,2.023,259,"35,5"
9,La Araucanía,91,Cautín,9101,Temuco,Total Comuna,292.518,50.846,202.830,38.842,"76,4"
9,La Araucanía,91,Cautín,9101,Temuco,Hombre,138.163,25.937,96.489,15.737,"60,7"
9,La Araucanía,91,Cautín,9101,Temuco,Mujer,154.355,24.909,106.341,23.105,"92,8"
9,La Araucanía,91,Cautín,9102,Carahue,Total Comuna,24.957,4.573,15.933,4.451,"97,3"
9,La Araucanía,91,Cautín,9102,Carahue,Hombre,12.208,2.309,7.813,2.086,"90,3"
9,La Araucanía,91,Cautín,9102,Carahue,Mujer,12.749,2.264,8.120,2.365,"104,5"
9,La Araucanía,91,Cautín,9103,Cunco,Total Comuna,19.177,3.260,12.067,3.850,"118,1"
9,La Araucanía,91,Cautín,9103,Cunco,Hombre,9.368,1.620,5.953,1.795,"110,8"
9,La Araucanía,91,Cautín,9103,Cunco,Mujer,9.809,1.640,6.114,2.055,"125,3"
9,La Araucanía,91,Cautín,9104,Curarrehue,Total Comuna,7.733,1.543,5.064,1.126,"73,0"
9,La Araucanía,91,Cautín,9104,Curarrehue,Hombre,3.901,792,2.552,557,"70,3"
9,La Araucanía,91,Cautín,9104,Curarrehue,Mujer,3.832,751,2.512,569,"75,8"
9,La Araucanía,91,Cautín,9105,Freire,Total Comuna,26.164,4.377,17.207,4.580,"104,6"
9,La Araucanía,91,Cautín,9105,Freire,Hombre,13.029,2.272,8.513,2.244,"98,8"
9,La Araucanía,91,Cautín,9105,Freire,Mujer,13.135,2.105,8.694,2.336,"111,0"
9,La Araucanía,91,Cautín,9106,Galvarino,Total Comuna,12.710,2.452,8.204,2.054,"83,8"
9,La Araucanía,91,Cautín,9106,Galvarino,Hombre,6.360,1.246,4.102,1.012,"81,2"
9,La Araucanía,91,Cautín,9106,Galvarino,Mujer,6.350,1.206,4.102,1.042,"86,4"
9,La Araucanía,91,Cautín,9107,Gorbea,Total Comuna,14.148,2.276,8.961,2.911,"127,9"
9,La Araucanía,91,Cautín,9107,Gorbea,Hombre,6.778,1.163,4.311,1.304,"112,1"
9,La Araucanía,91,Cautín,9107,Gorbea,Mujer,7.370,1.113,4.650,1.607,"144,4"
9,La Araucanía,91,Cautín,9108,Lautaro,Total Comuna,41.936,8.231,27.956,5.749,"69,8"
9,La Araucanía,91,Cautín,9108,Lautaro,Hombre,20.197,4.157,13.461,2.579,"62,0"
9,La Araucanía,91,Cautín,9108,Lautaro,Mujer,21.739,4.074,14.495,3.170,"77,8"
9,La Araucanía,91,Cautín,9109,Loncoche,Total Comuna,25.158,4.416,16.191,4.551,"103,1"
9,La Araucanía,91,Cautín,9109,Loncoche,Hombre,12.201,2.264,7.809,2.128,"94,0"
9,La Araucanía,91,Cautín,9109,Loncoche,Mujer,12.957,2.152,8.382,2.423,"112,6"
9,La Araucanía,91,Cautín,9110,Melipeuco,Total Comuna,6.796,1.208,4.314,1.274,"105,5"
9,La Araucanía,91,Cautín,9110,Melipeuco,Hombre,3.342,633,2.093,616,"97,3"
9,La Araucanía,91,Cautín,9110,Melipeuco,Mujer,3.454,575,2.221,658,"114,4"
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Total Comuna,33.988,6.232,21.969,5.787,"92,9"
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Hombre,16.546,3.098,10.737,2.711,"87,5"
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Mujer,17.442,3.134,11.232,3.076,"98,1"
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Total Comuna,80.656,15.982,54.673,10.001,"62,6"
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Hombre,38.960,8.124,26.408,4.428,"54,5"
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Mujer,41.696,7.858,28.265,5.573,"70,9"
9,La Araucanía,91,Cautín,9113,Perquenco,Total Comuna,7.438,1.383,4.864,1.191,"86,1"
9,La Araucanía,91,Cautín,9113,Perquenco,Hombre,3.631,696,2.359,576,"82,8"
9,La Araucanía,91,Cautín,9113,Perquenco,Mujer,3.807,687,2.505,615,"89,5"
9,La Araucanía,91,Cautín,9114,Pitrufquén,Total Comuna,27.041,4.797,17.675,4.569,"95,2"
9,La Araucanía,91,Cautín,9114,Pitrufquén,Hombre,12.988,2.479,8.433,2.076,"83,7"
9,La Araucanía,91,Cautín,9114,Pitrufquén,Mujer,14.053,2.318,9.242,2.493,"107,5"
9,La Araucanía,91,Cautín,9115,Pucón,Total Comuna,32.321,6.183,21.784,4.354,"70,4"
9,La Araucanía,91,Cautín,9115,Pucón,Hombre,15.767,3.167,10.589,2.011,"63,5"
9,La Araucanía,91,Cautín,9115,Pucón,Mujer,16.554,3.016,11.195,2.343,"77,7"
9,La Araucanía,91,Cautín,9116,Saavedra,Total Comuna,12.877,2.352,8.044,2.481,"105,5"
9,La Araucanía,91,Cautín,9116,Saavedra,Hombre,6.275,1.141,3.943,1.191,"104,4"
9,La Araucanía,91,Cautín,9116,Saavedra,Mujer,6.602,1.211,4.101,1.290,"106,5"
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Total Comuna,15.639,2.788,9.730,3.121,"111,9"
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Hombre,7.758,1.381,4.846,1.531,"110,9"
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Mujer,7.881,1.407,4.884,1.590,"113,0"
9,La Araucanía,91,Cautín,9118,Toltén,Total Comuna,10.041,1.709,6.462,1.870,"109,4"
9,La Araucanía,91,Cautín,9118,Toltén,Hombre,4.941,890,3.152,899,"101,0"
9,La Araucanía,91,Cautín,9118,Toltén,Mujer,5.100,819,3.310,971,"118,6"
9,La Araucanía,91,Cautín,9119,Vilcún,Total Comuna,31.575,6.119,21.132,4.324,"70,7"
9,La Araucanía,91,Cautín,9119,Vilcún,Hombre,15.386,3.080,10.336,1.970,"64,0"
9,La Araucanía,91,Cautín,9119,Vilcún,Mujer,16.189,3.039,10.796,2.354,"77,5"
9,La Araucanía,91,Cautín,9120,Villarrica,Total Comuna,67.737,13.190,44.700,9.847,"74,7"
9,La Araucanía,91,Cautín,9120,Villarrica,Hombre,32.807,6.743,21.562,4.502,"66,8"
9,La Araucanía,91,Cautín,9120,Villarrica,Mujer,34.930,6.447,23.138,5.345,"82,9"
9,La Araucanía,91,Cautín,9121,Cholchol,Total Comuna,13.167,2.683,8.435,2.049,"76,4"
9,La Araucanía,91,Cautín,9121,Cholchol,Hombre,6.578,1.409,4.150,1.019,"72,3"
9,La Araucanía,91,Cautín,9121,Cholchol,Mujer,6.589,1.274,4.285,1.030,"80,8"
9,La Araucanía,92,Malleco,9201,Angol,Total Comuna,53.022,9.807,34.992,8.223,"83,8"
9,La Araucanía,92,Malleco,9201,Angol,Hombre,25.143,5.048,16.486,3.609,"71,5"
9,La Araucanía,92,Malleco,9201,Angol,Mujer,27.879,4.759,18.506,4.614,"97,0"
9,La Araucanía,92,Malleco,9202,Collipulli,Total Comuna,24.303,4.566,15.998,3.739,"81,9"
9,La Araucanía,92,Malleco,9202,Collipulli,Hombre,11.731,2.326,7.666,1.739,"74,8"
9,La Araucanía,92,Malleco,9202,Collipulli,Mujer,12.572,2.240,8.332,2.000,"89,3"
9,La Araucanía,92,Malleco,9203,Curacautín,Total Comuna,18.536,3.185,11.835,3.516,"110,4"
9,La Araucanía,92,Malleco,9203,Curacautín,Hombre,8.944,1.656,5.704,1.584,"95,7"
9,La Araucanía,92,Malleco,9203,Curacautín,Mujer,9.592,1.529,6.131,1.932,"126,4"
9,La Araucanía,92,Malleco,9204,Ercilla,Total Comuna,7.730,1.571,4.934,1.225,"78,0"
9,La Araucanía,92,Malleco,9204,Ercilla,Hombre,3.750,783,2.375,592,"75,6"
9,La Araucanía,92,Malleco,9204,Ercilla,Mujer,3.980,788,2.559,633,"80,3"
9,La Araucanía,92,Malleco,9205,Lonquimay,Total Comuna,10.247,2.074,6.586,1.587,"76,5"
9,La Araucanía,92,Malleco,9205,Lonquimay,Hombre,5.125,1.021,3.314,790,"77,4"
9,La Araucanía,92,Malleco,9205,Lonquimay,Mujer,5.122,1.053,3.272,797,"75,7"
9,La Araucanía,92,Malleco,9206,Los Sauces,Total Comuna,7.348,1.314,4.720,1.314,"100,0"
9,La Araucanía,92,Malleco,9206,Los Sauces,Hombre,3.636,677,2.309,650,"96,0"
9,La Araucanía,92,Malleco,9206,Los Sauces,Mujer,3.712,637,2.411,664,"104,2"
9,La Araucanía,92,Malleco,9207,Lumaco,Total Comuna,9.253,1.670,6.000,1.583,"94,8"
9,La Araucanía,92,Malleco,9207,Lumaco,Hombre,4.691,874,3.001,816,"93,4"
9,La Araucanía,92,Malleco,9207,Lumaco,Mujer,4.562,796,2.999,767,"96,4"
9,La Araucanía,92,Malleco,9208,Purén,Total Comuna,12.184,2.259,7.830,2.095,"92,7"
9,La Araucanía,92,Malleco,9208,Purén,Hombre,5.793,1.132,3.689,972,"85,9"
9,La Araucanía,92,Malleco,9208,Purén,Mujer,6.391,1.127,4.141,1.123,"99,6"
9,La Araucanía,92,Malleco,9209,Renaico,Total Comuna,10.686,2.012,7.020,1.654,"82,2"
9,La Araucanía,92,Malleco,9209,Renaico,Hombre,5.150,1.021,3.348,781,"76,5"
9,La Araucanía,92,Malleco,9209,Renaico,Mujer,5.536,991,3.672,873,"88,1"
9,La Araucanía,92,Malleco,9210,Traiguén,Total Comuna,18.873,3.460,11.905,3.508,"101,4"
9,La Araucanía,92,Malleco,9210,Traiguén,Hombre,8.971,1.790,5.606,1.575,"88,0"
9,La Araucanía,92,Malleco,9210,Traiguén,Mujer,9.902,1.670,6.299,1.933,"115,7"
9,La Araucanía,92,Malleco,9211,Victoria,Total Comuna,34.464,6.218,22.387,5.859,"94,2"
9,La Araucanía,92,Malleco,9211,Victoria,Hombre,16.600,3.204,10.799,2.597,"81,1"
9,La Araucanía,92,Malleco,9211,Victoria,Mujer,17.864,3.014,11.588,3.262,"108,2"
14,Los Ríos,141,Valdivia,14101,Valdivia,Total Comuna,170.043,27.477,118.394,24.172,"88,0"
14,Los Ríos,141,Valdivia,14101,Valdivia,Hombre,81.660,13.974,57.433,10.253,"73,4"
14,Los Ríos,141,Valdivia,14101,Valdivia,Mujer,88.383,13.503,60.961,13.919,"103,1"
14,Los Ríos,141,Valdivia,14102,Corral,Total Comuna,5.501,865,3.588,1.048,"121,2"
14,Los Ríos,141,Valdivia,14102,Corral,Hombre,2.746,412,1.805,529,"128,4"
14,Los Ríos,141,Valdivia,14102,Corral,Mujer,2.755,453,1.783,519,"114,6"
14,Los Ríos,141,Valdivia,14103,Lanco,Total Comuna,16.876,3.060,11.093,2.723,"89,0"
14,Los Ríos,141,Valdivia,14103,Lanco,Hombre,8.133,1.533,5.359,1.241,"81,0"
14,Los Ríos,141,Valdivia,14103,Lanco,Mujer,8.743,1.527,5.734,1.482,"97,1"
14,Los Ríos,141,Valdivia,14104,Los Lagos,Total Comuna,21.431,3.900,14.163,3.368,"86,4"
14,Los Ríos,141,Valdivia,14104,Los Lagos,Hombre,10.596,1.951,7.018,1.627,"83,4"
14,Los Ríos,141,Valdivia,14104,Los Lagos,Mujer,10.835,1.949,7.145,1.741,"89,3"
14,Los Ríos,141,Valdivia,14105,Máfil,Total Comuna,8.074,1.441,5.314,1.319,"91,5"
14,Los Ríos,141,Valdivia,14105,Máfil,Hombre,3.947,720,2.592,635,"88,2"
14,Los Ríos,141,Valdivia,14105,Máfil,Mujer,4.127,721,2.722,684,"94,9"
14,Los Ríos,141,Valdivia,14106,Mariquina,Total Comuna,22.973,4.578,15.109,3.286,"71,8"
14,Los Ríos,141,Valdivia,14106,Mariquina,Hombre,11.180,2.283,7.312,1.585,"69,4"
14,Los Ríos,141,Valdivia,14106,Mariquina,Mujer,11.793,2.295,7.797,1.701,"74,1"
14,Los Ríos,141,Valdivia,14107,Paillaco,Total Comuna,19.802,3.481,12.871,3.450,"99,1"
14,Los Ríos,141,Valdivia,14107,Paillaco,Hombre,9.535,1.791,6.192,1.552,"86,7"
14,Los Ríos,141,Valdivia,14107,Paillaco,Mujer,10.267,1.690,6.679,1.898,"112,3"
14,Los Ríos,141,Valdivia,14108,Panguipulli,Total Comuna,35.098,6.532,23.089,5.477,"83,8"
14,Los Ríos,141,Valdivia,14108,Panguipulli,Hombre,17.044,3.324,11.180,2.540,"76,4"
14,Los Ríos,141,Valdivia,14108,Panguipulli,Mujer,18.054,3.208,11.909,2.937,"91,6"
14,Los Ríos,142,Ranco,14201,La Unión,Total Comuna,38.907,6.718,25.688,6.501,"96,8"
14,Los Ríos,142,Ranco,14201,La Unión,Hombre,18.865,3.408,12.484,2.973,"87,2"
14,Los Ríos,142,Ranco,14201,La Unión,Mujer,20.042,3.310,13.204,3.528,"106,6"
14,Los Ríos,142,Ranco,14202,Futrono,Total Comuna,15.635,3.136,10.222,2.277,"72,6"
14,Los Ríos,142,Ranco,14202,Futrono,Hombre,7.615,1.588,4.950,1.077,"67,8"
14,Los Ríos,142,Ranco,14202,Futrono,Mujer,8.020,1.548,5.272,1.200,"77,5"
14,Los Ríos,142,Ranco,14203,Lago Ranco,Total Comuna,10.527,1.902,6.800,1.825,"96,0"
14,Los Ríos,142,Ranco,14203,Lago Ranco,Hombre,5.181,943,3.347,891,"94,5"
14,Los Ríos,142,Ranco,14203,Lago Ranco,Mujer,5.346,959,3.453,934,"97,4"
14,Los Ríos,142,Ranco,14204,Río Bueno,Total Comuna,33.363,5.622,21.900,5.841,"103,9"
14,Los Ríos,142,Ranco,14204,Río Bueno,Hombre,16.232,2.895,10.700,2.637,"91,1"
14,Los Ríos,142,Ranco,14204,Río Bueno,Mujer,17.131,2.727,11.200,3.204,"117,5"
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,Total Comuna,277.040,51.260,197.229,28.551,"55,7"
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,Hombre,136.544,26.035,97.950,12.559,"48,2"
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,Mujer,140.496,25.225,99.279,15.992,"63,4"
10,Los Lagos,101,Llanquihue,10102,Calbuco,Total Comuna,36.474,6.428,24.646,5.400,"84,0"
10,Los Lagos,101,Llanquihue,10102,Calbuco,Hombre,18.374,3.321,12.496,2.557,"77,0"
10,Los Lagos,101,Llanquihue,10102,Calbuco,Mujer,18.100,3.107,12.150,2.843,"91,5"
10,Los Lagos,101,Llanquihue,10103,Cochamó,Total Comuna,4.199,587,2.784,828,"141,1"
10,Los Lagos,101,Llanquihue,10103,Cochamó,Hombre,2.213,327,1.456,430,"131,5"
10,Los Lagos,101,Llanquihue,10103,Cochamó,Mujer,1.986,260,1.328,398,"153,1"
10,Los Lagos,101,Llanquihue,10104,Fresia,Total Comuna,12.320,2.035,8.086,2.199,"108,1"
10,Los Lagos,101,Llanquihue,10104,Fresia,Hombre,6.102,1.046,4.010,1.046,"100,0"
10,Los Lagos,101,Llanquihue,10104,Fresia,Mujer,6.218,989,4.076,1.153,"116,6"
10,Los Lagos,101,Llanquihue,10105,Frutillar,Total Comuna,22.554,4.344,15.096,3.114,"71,7"
10,Los Lagos,101,Llanquihue,10105,Frutillar,Hombre,11.034,2.200,7.382,1.452,"66,0"
10,Los Lagos,101,Llanquihue,10105,Frutillar,Mujer,11.520,2.144,7.714,1.662,"77,5"
10,Los Lagos,101,Llanquihue,10106,Los Muermos,Total Comuna,17.162,2.887,11.188,3.087,"106,9"
10,Los Lagos,101,Llanquihue,10106,Los Muermos,Hombre,8.620,1.469,5.589,1.562,"106,3"
10,Los Lagos,101,Llanquihue,10106,Los Muermos,Mujer,8.542,1.418,5.599,1.525,"107,5"
10,Los Lagos,101,Llanquihue,10107,Llanquihue,Total Comuna,18.088,3.154,12.241,2.693,"85,4"
10,Los Lagos,101,Llanquihue,10107,Llanquihue,Hombre,8.826,1.589,5.994,1.243,"78,2"
10,Los Lagos,101,Llanquihue,10107,Llanquihue,Mujer,9.262,1.565,6.247,1.450,"92,7"
10,Los Lagos,101,Llanquihue,10108,Maullín,Total Comuna,15.063,2.392,9.842,2.829,"118,3"
10,Los Lagos,101,Llanquihue,10108,Maullín,Hombre,7.651,1.238,5.029,1.384,"111,8"
10,Los Lagos,101,Llanquihue,10108,Maullín,Mujer,7.412,1.154,4.813,1.445,"125,2"
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,Total Comuna,52.942,10.650,35.979,6.313,"59,3"
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,Hombre,25.814,5.443,17.529,2.842,"52,2"
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,Mujer,27.128,5.207,18.450,3.471,"66,7"
10,Los Lagos,102,Chiloé,10201,Castro,Total Comuna,46.997,8.213,32.887,5.897,"71,8"
10,Los Lagos,102,Chiloé,10201,Castro,Hombre,22.832,4.188,16.106,2.538,"60,6"
10,Los Lagos,102,Chiloé,10201,Castro,Mujer,24.165,4.025,16.781,3.359,"83,5"
10,Los Lagos,102,Chiloé,10202,Ancud,Total Comuna,40.949,6.704,27.601,6.644,"99,1"
10,Los Lagos,102,Chiloé,10202,Ancud,Hombre,19.981,3.421,13.513,3.047,"89,1"
10,Los Lagos,102,Chiloé,10202,Ancud,Mujer,20.968,3.283,14.088,3.597,"109,6"
10,Los Lagos,102,Chiloé,10203,Chonchi,Total Comuna,16.078,2.720,11.180,2.178,"80,1"
10,Los Lagos,102,Chiloé,10203,Chonchi,Hombre,7.896,1.391,5.525,980,"70,5"
10,Los Lagos,102,Chiloé,10203,Chonchi,Mujer,8.182,1.329,5.655,1.198,"90,1"
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,Total Comuna,3.662,587,2.410,665,"113,3"
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,Hombre,1.774,312,1.184,278,"89,1"
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,Mujer,1.888,275,1.226,387,"140,7"
10,Los Lagos,102,Chiloé,10205,Dalcahue,Total Comuna,14.894,2.678,10.280,1.936,"72,3"
10,Los Lagos,102,Chiloé,10205,Dalcahue,Hombre,7.403,1.387,5.123,893,"64,4"
10,Los Lagos,102,Chiloé,10205,Dalcahue,Mujer,7.491,1.291,5.157,1.043,"80,8"
10,Los Lagos,102,Chiloé,10206,Puqueldón,Total Comuna,4.048,623,2.686,739,"118,6"
10,Los Lagos,102,Chiloé,10206,Puqueldón,Hombre,2.021,324,1.397,300,"92,6"
10,Los Lagos,102,Chiloé,10206,Puqueldón,Mujer,2.027,299,1.289,439,"146,8"
10,Los Lagos,102,Chiloé,10207,Queilén,Total Comuna,5.690,943,3.852,895,"94,9"
10,Los Lagos,102,Chiloé,10207,Queilén,Hombre,2.859,462,1.974,423,"91,6"
10,Los Lagos,102,Chiloé,10207,Queilén,Mujer,2.831,481,1.878,472,"98,1"
10,Los Lagos,102,Chiloé,10208,Quellón,Total Comuna,28.460,5.637,20.181,2.642,"46,9"
10,Los Lagos,102,Chiloé,10208,Quellón,Hombre,14.339,2.877,10.196,1.266,"44,0"
10,Los Lagos,102,Chiloé,10208,Quellón,Mujer,14.121,2.760,9.985,1.376,"49,9"
10,Los Lagos,102,Chiloé,10209,Quemchi,Total Comuna,8.409,1.235,5.645,1.529,"123,8"
10,Los Lagos,102,Chiloé,10209,Quemchi,Hombre,4.239,616,2.899,724,"117,5"
10,Los Lagos,102,Chiloé,10209,Quemchi,Mujer,4.170,619,2.746,805,"130,0"
10,Los Lagos,102,Chiloé,10210,Quinchao,Total Comuna,7.678,1.139,5.140,1.399,"122,8"
10,Los Lagos,102,Chiloé,10210,Quinchao,Hombre,3.727,569,2.578,580,"101,9"
10,Los Lagos,102,Chiloé,10210,Quinchao,Mujer,3.951,570,2.562,819,"143,7"
10,Los Lagos,103,Osorno,10301,Osorno,Total Comuna,166.455,28.432,113.899,24.124,"84,8"
10,Los Lagos,103,Osorno,10301,Osorno,Hombre,79.484,14.526,54.916,10.042,"69,1"
10,Los Lagos,103,Osorno,10301,Osorno,Mujer,86.971,13.906,58.983,14.082,"101,3"
10,Los Lagos,103,Osorno,10302,Puerto Octay,Total Comuna,8.865,1.480,5.904,1.481,"100,1"
10,Los Lagos,103,Osorno,10302,Puerto Octay,Hombre,4.517,749,3.044,724,"96,7"
10,Los Lagos,103,Osorno,10302,Puerto Octay,Mujer,4.348,731,2.860,757,"103,6"
10,Los Lagos,103,Osorno,10303,Purranque,Total Comuna,19.542,3.294,12.721,3.527,"107,1"
10,Los Lagos,103,Osorno,10303,Purranque,Hombre,9.515,1.721,6.173,1.621,"94,2"
10,Los Lagos,103,Osorno,10303,Purranque,Mujer,10.027,1.573,6.548,1.906,"121,2"
10,Los Lagos,103,Osorno,10304,Puyehue,Total Comuna,11.712,2.013,7.745,1.954,"97,1"
10,Los Lagos,103,Osorno,10304,Puyehue,Hombre,5.782,1.020,3.817,945,"92,6"
10,Los Lagos,103,Osorno,10304,Puyehue,Mujer,5.930,993,3.928,1.009,"101,6"
10,Los Lagos,103,Osorno,10305,Río Negro,Total Comuna,13.874,2.278,9.020,2.576,"113,1"
10,Los Lagos,103,Osorno,10305,Río Negro,Hombre,6.840,1.149,4.468,1.223,"106,4"
10,Los Lagos,103,Osorno,10305,Río Negro,Mujer,7.034,1.129,4.552,1.353,"119,8"
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,Total Comuna,7.776,1.065,5.027,1.684,"158,1"
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,Hombre,4.042,533,2.602,907,"170,2"
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,Mujer,3.734,532,2.425,777,"146,1"
10,Los Lagos,103,Osorno,10307,San Pablo,Total Comuna,10.883,1.804,7.027,2.052,"113,7"
10,Los Lagos,103,Osorno,10307,San Pablo,Hombre,5.357,927,3.463,967,"104,3"
10,Los Lagos,103,Osorno,10307,San Pablo,Mujer,5.526,877,3.564,1.085,"123,7"
10,Los Lagos,104,Palena,10401,Chaitén,Total Comuna,4.025,684,2.718,623,"91,1"
10,Los Lagos,104,Palena,10401,Chaitén,Hombre,2.085,366,1.412,307,"83,9"
10,Los Lagos,104,Palena,10401,Chaitén,Mujer,1.940,318,1.306,316,"99,4"
10,Los Lagos,104,Palena,10402,Futaleufú,Total Comuna,3.062,579,2.073,410,"70,8"
10,Los Lagos,104,Palena,10402,Futaleufú,Hombre,1.542,308,1.026,208,"67,5"
10,Los Lagos,104,Palena,10402,Futaleufú,Mujer,1.520,271,1.047,202,"74,5"
10,Los Lagos,104,Palena,10403,Hualaihué,Total Comuna,9.480,1.698,6.483,1.299,"76,5"
10,Los Lagos,104,Palena,10403,Hualaihué,Hombre,4.910,901,3.327,682,"75,7"
10,Los Lagos,104,Palena,10403,Hualaihué,Mujer,4.570,797,3.156,617,"77,4"
10,Los Lagos,104,Palena,10404,Palena,Total Comuna,1.903,295,1.248,360,"122,0"
10,Los Lagos,104,Palena,10404,Palena,Hombre,946,149,616,181,"121,5"
10,Los Lagos,104,Palena,10404,Palena,Mujer,957,146,632,179,"122,6"
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,Total Comuna,57.823,11.220,39.411,7.192,"64,1"
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,Hombre,28.170,5.721,19.093,3.356,"58,7"
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,Mujer,29.653,5.499,20.318,3.836,"69,8"
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,Total Comuna,779,87,533,159,"182,8"
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,Hombre,427,45,290,92,"204,4"
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,Mujer,352,42,243,67,"159,5"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,Total Comuna,23.170,4.459,15.965,2.746,"61,6"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,Hombre,11.522,2.237,7.944,1.341,"59,9"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,Mujer,11.648,2.222,8.021,1.405,"63,2"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,Total Comuna,5.137,949,3.580,608,"64,1"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,Hombre,2.598,498,1.798,302,"60,6"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,Mujer,2.539,451,1.782,306,"67,8"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,Total Comuna,1.598,283,1.155,160,"56,5"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,Hombre,857,148,622,87,"58,8"
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,Mujer,741,135,533,73,"54,1"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,Total Comuna,3.458,680,2.336,442,"65,0"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,Hombre,1.779,368,1.180,231,"62,8"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,Mujer,1.679,312,1.156,211,"67,6"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,Total Comuna,647,132,460,55,"41,7"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,Hombre,331,65,230,36,"55,4"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,Mujer,316,67,230,19,"28,4"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,Total Comuna,505,107,365,33,"30,8"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,Hombre,269,54,198,17,"31,5"
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,Mujer,236,53,167,16,"30,2"
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,Total Comuna,4.905,862,3.242,801,"92,9"
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,Hombre,2.478,445,1.629,404,"90,8"
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,Mujer,2.427,417,1.613,397,"95,2"
