,,,,,,,,,,,
,,,,,,,,,,,
"2. Población censada por tramo de edad e índice de envejecimiento, según sexo y comuna.",,,,,,,,,,,
Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Sexo,Población censada,0-14,15-64,65 años o más,Índice de envejecimiento
6,Libertador General Bernardo O'Higgins,63,Colchagua,6301,San Fernando,Total Comuna,75.585,14.159,50.250,11.176,"78,9"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6301,San Fernando,Hombre,36.247,7.197,24.141,4.909,"68,2"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6301,San Fernando,Mujer,39.338,6.962,26.109,6.267,"90,0"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6302,Chépica,Total Comuna,15.668,2.565,10.207,2.896,"112,9"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6302,Chépica,Hombre,7.737,1.311,5.035,1.391,"106,1"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6302,Chépica,Mujer,7.931,1.254,5.172,1.505,"120,0"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6303,Chimbarongo,Total Comuna,37.258,6.597,24.990,5.671,"86,0"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6303,Chimbarongo,Hombre,18.467,3.362,12.386,2.719,"80,9"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6303,Chimbarongo,Mujer,18.791,3.235,12.604,2.952,"91,3"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6304,Lolol,Total Comuna,7.791,1.243,5.046,1.502,"120,8"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6304,Lolol,Hombre,3.926,635,2.563,728,"114,6"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6304,Lolol,Mujer,3.865,608,2.483,774,"127,3"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6305,Nancagua,Total Comuna,18.723,3.295,12.573,2.855,"86,6"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6305,Nancagua,Hombre,9.222,1.703,6.168,1.351,"79,3"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6305,Nancagua,Mujer,9.501,1.592,6.405,1.504,"94,5"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6306,Palmilla,Total Comuna,13.060,2.159,8.670,2.231,"103,3"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6306,Palmilla,Hombre,6.547,1.116,4.302,1.129,"101,2"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6306,Palmilla,Mujer,6.513,1.043,4.368,1.102,"105,7"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6307,Peralillo,Total Comuna,12.493,2.048,8.292,2.153,"105,1"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6307,Peralillo,Hombre,6.211,1.035,4.132,1.044,"100,9"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6307,Peralillo,Mujer,6.282,1.013,4.160,1.109,"109,5"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Total Comuna,9.438,1.639,6.246,1.553,"94,8"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Hombre,4.739,849,3.150,740,"87,2"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Mujer,4.699,790,3.096,813,"102,9"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Total Comuna,4.559,669,2.858,1.032,"154,3"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Hombre,2.299,343,1.460,496,"144,6"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Mujer,2.260,326,1.398,536,"164,4"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Total Comuna,41.209,7.301,27.469,6.439,"88,2"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Hombre,20.037,3.715,13.408,2.914,"78,4"
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Mujer,21.172,3.586,14.061,3.525,"98,3"
7,Maule,71,Talca,7101,Talca,Total Comuna,232.131,40.405,157.683,34.043,"84,3"
7,Maule,71,Talca,7101,Talca,Hombre,110.996,20.701,75.833,14.462,"69,9"
7,Maule,71,Talca,7101,Talca,Mujer,121.135,19.704,81.850,19.581,"99,4"
7,Maule,71,Talca,7102,Constitución,Total Comuna,47.004,8.982,31.439,6.583,"73,3"
7,Maule,71,Talca,7102,Constitución,Hombre,23.154,4.623,15.342,3.189,"69,0"
7,Maule,71,Talca,7102,Constitución,Mujer,23.850,4.359,16.097,3.394,"77,9"
7,Maule,71,Talca,7103,Curepto,Total Comuna,9.519,1.240,5.998,2.281,"184,0"
7,Maule,71,Talca,7103,Curepto,Hombre,4.876,646,3.104,1.126,"174,3"
7,Maule,71,Talca,7103,Curepto,Mujer,4.643,594,2.894,1.155,"194,4"
7,Maule,71,Talca,7104,Empedrado,Total Comuna,3.990,705,2.651,634,"89,9"
7,Maule,71,Talca,7104,Empedrado,Hombre,2.046,381,1.338,327,"85,8"
7,Maule,71,Talca,7104,Empedrado,Mujer,1.944,324,1.313,307,"94,8"
7,Maule,71,Talca,7105,Maule,Total Comuna,61.081,13.674,42.295,5.112,"37,4"
7,Maule,71,Talca,7105,Maule,Hombre,29.505,6.924,20.180,2.401,"34,7"
7,Maule,71,Talca,7105,Maule,Mujer,31.576,6.750,22.115,2.711,"40,2"
7,Maule,71,Talca,7106,Pelarco,Total Comuna,9.229,1.649,5.976,1.604,"97,3"
7,Maule,71,Talca,7106,Pelarco,Hombre,4.592,861,2.955,776,"90,1"
7,Maule,71,Talca,7106,Pelarco,Mujer,4.637,788,3.021,828,"105,1"
7,Maule,71,Talca,7107,Pencahue,Total Comuna,9.181,1.446,6.126,1.609,"111,3"
7,Maule,71,Talca,7107,Pencahue,Hombre,4.641,730,3.083,828,"113,4"
7,Maule,71,Talca,7107,Pencahue,Mujer,4.540,716,3.043,781,"109,1"
7,Maule,71,Talca,7108,Río Claro,Total Comuna,14.276,2.438,9.363,2.475,"101,5"
7,Maule,71,Talca,7108,Río Claro,Hombre,7.195,1.257,4.650,1.288,"102,5"
7,Maule,71,Talca,7108,Río Claro,Mujer,7.081,1.181,4.713,1.187,"100,5"
7,Maule,71,Talca,7109,San Clemente,Total Comuna,47.380,8.878,31.246,7.256,"81,7"
7,Maule,71,Talca,7109,San Clemente,Hombre,23.424,4.478,15.310,3.636,"81,2"
7,Maule,71,Talca,7109,San Clemente,Mujer,23.956,4.400,15.936,3.620,"82,3"
7,Maule,71,Talca,7110,San Rafael,Total Comuna,11.230,2.129,7.353,1.748,"82,1"
7,Maule,71,Talca,7110,San Rafael,Hombre,5.552,1.086,3.610,856,"78,8"
7,Maule,71,Talca,7110,San Rafael,Mujer,5.678,1.043,3.743,892,"85,5"
7,Maule,72,Cauquenes,7201,Cauquenes,Total Comuna,42.798,7.540,27.249,8.009,"106,2"
7,Maule,72,Cauquenes,7201,Cauquenes,Hombre,20.295,3.731,13.057,3.507,"94,0"
7,Maule,72,Cauquenes,7201,Cauquenes,Mujer,22.503,3.809,14.192,4.502,"118,2"
7,Maule,72,Cauquenes,7202,Chanco,Total Comuna,9.446,1.569,6.130,1.747,"111,3"
7,Maule,72,Cauquenes,7202,Chanco,Hombre,4.698,801,3.040,857,"107,0"
7,Maule,72,Cauquenes,7202,Chanco,Mujer,4.748,768,3.090,890,"115,9"
7,Maule,72,Cauquenes,7203,Pelluhue,Total Comuna,8.578,1.497,5.364,1.717,"114,7"
7,Maule,72,Cauquenes,7203,Pelluhue,Hombre,4.158,752,2.606,800,"106,4"
7,Maule,72,Cauquenes,7203,Pelluhue,Mujer,4.420,745,2.758,917,"123,1"
7,Maule,73,Curicó,7301,Curicó,Total Comuna,159.968,29.580,108.493,21.895,"74,0"
7,Maule,73,Curicó,7301,Curicó,Hombre,77.105,14.856,52.658,9.591,"64,6"
7,Maule,73,Curicó,7301,Curicó,Mujer,82.863,14.724,55.835,12.304,"83,6"
7,Maule,73,Curicó,7302,Hualañé,Total Comuna,10.775,1.703,6.915,2.157,"126,7"
7,Maule,73,Curicó,7302,Hualañé,Hombre,5.392,902,3.424,1.066,"118,2"
7,Maule,73,Curicó,7302,Hualañé,Mujer,5.383,801,3.491,1.091,"136,2"
7,Maule,73,Curicó,7303,Licantén,Total Comuna,6.892,1.095,4.507,1.290,"117,8"
7,Maule,73,Curicó,7303,Licantén,Hombre,3.372,518,2.219,635,"122,6"
7,Maule,73,Curicó,7303,Licantén,Mujer,3.520,577,2.288,655,"113,5"
7,Maule,73,Curicó,7304,Molina,Total Comuna,48.949,8.813,32.549,7.587,"86,1"
7,Maule,73,Curicó,7304,Molina,Hombre,23.906,4.573,15.810,3.523,"77,0"
7,Maule,73,Curicó,7304,Molina,Mujer,25.043,4.240,16.739,4.064,"95,8"
7,Maule,73,Curicó,7305,Rauco,Total Comuna,11.266,1.904,7.476,1.886,"99,1"
7,Maule,73,Curicó,7305,Rauco,Hombre,5.613,986,3.698,929,"94,2"
7,Maule,73,Curicó,7305,Rauco,Mujer,5.653,918,3.778,957,"104,2"
7,Maule,73,Curicó,7306,Romeral,Total Comuna,17.233,3.167,11.661,2.405,"75,9"
7,Maule,73,Curicó,7306,Romeral,Hombre,8.448,1.559,5.756,1.133,"72,7"
7,Maule,73,Curicó,7306,Romeral,Mujer,8.785,1.608,5.905,1.272,"79,1"
7,Maule,73,Curicó,7307,Sagrada Familia,Total Comuna,19.427,3.258,13.060,3.109,"95,4"
7,Maule,73,Curicó,7307,Sagrada Familia,Hombre,9.751,1.657,6.521,1.573,"94,9"
7,Maule,73,Curicó,7307,Sagrada Familia,Mujer,9.676,1.601,6.539,1.536,"95,9"
7,Maule,73,Curicó,7308,Teno,Total Comuna,30.113,5.152,20.146,4.815,"93,5"
7,Maule,73,Curicó,7308,Teno,Hombre,14.982,2.624,9.957,2.401,"91,5"
7,Maule,73,Curicó,7308,Teno,Mujer,15.131,2.528,10.189,2.414,"95,5"
7,Maule,73,Curicó,7309,Vichuquén,Total Comuna,4.716,696,3.064,956,"137,4"
7,Maule,73,Curicó,7309,Vichuquén,Hombre,2.426,367,1.562,497,"135,4"
7,Maule,73,Curicó,7309,Vichuquén,Mujer,2.290,329,1.502,459,"139,5"
7,Maule,74,Linares,7401,Linares,Total Comuna,96.744,17.721,63.821,15.202,"85,8"
7,Maule,74,Linares,7401,Linares,Hombre,46.158,9.054,30.529,6.575,"72,6"
7,Maule,74,Linares,7401,Linares,Mujer,50.586,8.667,33.292,8.627,"99,5"
7,Maule,74,Linares,7402,Colbún,Total Comuna,22.637,4.149,14.718,3.770,"90,9"
7,Maule,74,Linares,7402,Colbún,Hombre,11.087,2.185,7.094,1.808,"82,7"
7,Maule,74,Linares,7402,Colbún,Mujer,11.550,1.964,7.624,1.962,"99,9"
7,Maule,74,Linares,7403,Longaví,Total Comuna,33.299,5.836,21.982,5.481,"93,9"
7,Maule,74,Linares,7403,Longaví,Hombre,16.598,2.981,10.789,2.828,"94,9"
7,Maule,74,Linares,7403,Longaví,Mujer,16.701,2.855,11.193,2.653,"92,9"
7,Maule,74,Linares,7404,Parral,Total Comuna,45.323,8.250,29.325,7.748,"93,9"
7,Maule,74,Linares,7404,Parral,Hombre,21.848,4.193,14.056,3.599,"85,8"
7,Maule,74,Linares,7404,Parral,Mujer,23.475,4.057,15.269,4.149,"102,3"
7,Maule,74,Linares,7405,Retiro,Total Comuna,22.310,3.894,14.595,3.821,"98,1"
7,Maule,74,Linares,7405,Retiro,Hombre,11.082,1.975,7.188,1.919,"97,2"
7,Maule,74,Linares,7405,Retiro,Mujer,11.228,1.919,7.407,1.902,"99,1"
7,Maule,74,Linares,7406,San Javier,Total Comuna,49.559,9.469,32.493,7.597,"80,2"
7,Maule,74,Linares,7406,San Javier,Hombre,23.732,4.737,15.451,3.544,"74,8"
7,Maule,74,Linares,7406,San Javier,Mujer,25.827,4.732,17.042,4.053,"85,7"
7,Maule,74,Linares,7407,Villa Alegre,Total Comuna,17.919,3.237,11.476,3.206,"99,0"
7,Maule,74,Linares,7407,Villa Alegre,Hombre,8.616,1.661,5.475,1.480,"89,1"
7,Maule,74,Linares,7407,Villa Alegre,Mujer,9.303,1.576,6.001,1.726,"109,5"
7,Maule,74,Linares,7408,Yerbas Buenas,Total Comuna,20.035,3.654,13.249,3.132,"85,7"
7,Maule,74,Linares,7408,Yerbas Buenas,Hombre,10.007,1.867,6.558,1.582,"84,7"
7,Maule,74,Linares,7408,Yerbas Buenas,Mujer,10.028,1.787,6.691,1.550,"86,7"
16,Ñuble,161,Diguillín,16101,Chillán,Total Comuna,190.382,33.121,128.445,28.816,"87,0"
16,Ñuble,161,Diguillín,16101,Chillán,Hombre,89.482,16.883,60.749,11.850,"70,2"
16,Ñuble,161,Diguillín,16101,Chillán,Mujer,100.900,16.238,67.696,16.966,"104,5"
16,Ñuble,161,Diguillín,16102,Bulnes,Total Comuna,23.863,4.139,15.611,4.113,"99,4"
16,Ñuble,161,Diguillín,16102,Bulnes,Hombre,11.472,2.045,7.539,1.888,"92,3"
16,Ñuble,161,Diguillín,16102,Bulnes,Mujer,12.391,2.094,8.072,2.225,"106,3"
16,Ñuble,161,Diguillín,16103,Chillán Viejo,Total Comuna,32.688,6.012,22.541,4.135,"68,8"
16,Ñuble,161,Diguillín,16103,Chillán Viejo,Hombre,15.486,3.031,10.666,1.789,"59,0"
16,Ñuble,161,Diguillín,16103,Chillán Viejo,Mujer,17.202,2.981,11.875,2.346,"78,7"
16,Ñuble,161,Diguillín,16104,El Carmen,Total Comuna,13.186,2.195,8.698,2.293,"104,5"
16,Ñuble,161,Diguillín,16104,El Carmen,Hombre,6.548,1.141,4.310,1.097,"96,1"
16,Ñuble,161,Diguillín,16104,El Carmen,Mujer,6.638,1.054,4.388,1.196,"113,5"
16,Ñuble,161,Diguillín,16105,Pemuco,Total Comuna,8.930,1.517,5.910,1.503,"99,1"
16,Ñuble,161,Diguillín,16105,Pemuco,Hombre,4.416,781,2.907,728,"93,2"
16,Ñuble,161,Diguillín,16105,Pemuco,Mujer,4.514,736,3.003,775,"105,3"
16,Ñuble,161,Diguillín,16106,Pinto,Total Comuna,12.502,2.006,8.259,2.237,"111,5"
16,Ñuble,161,Diguillín,16106,Pinto,Hombre,6.120,1.029,4.003,1.088,"105,7"
16,Ñuble,161,Diguillín,16106,Pinto,Mujer,6.382,977,4.256,1.149,"117,6"
16,Ñuble,161,Diguillín,16107,Quillón,Total Comuna,19.165,3.012,12.100,4.053,"134,6"
16,Ñuble,161,Diguillín,16107,Quillón,Hombre,9.375,1.559,5.931,1.885,"120,9"
16,Ñuble,161,Diguillín,16107,Quillón,Mujer,9.790,1.453,6.169,2.168,"149,2"
16,Ñuble,161,Diguillín,16108,San Ignacio,Total Comuna,17.405,2.792,11.443,3.170,"113,5"
16,Ñuble,161,Diguillín,16108,San Ignacio,Hombre,8.556,1.418,5.640,1.498,"105,6"
16,Ñuble,161,Diguillín,16108,San Ignacio,Mujer,8.849,1.374,5.803,1.672,"121,7"
16,Ñuble,161,Diguillín,16109,Yungay,Total Comuna,18.680,3.065,12.246,3.369,"109,9"
16,Ñuble,161,Diguillín,16109,Yungay,Hombre,9.232,1.586,6.069,1.577,"99,4"
16,Ñuble,161,Diguillín,16109,Yungay,Mujer,9.448,1.479,6.177,1.792,"121,2"
16,Ñuble,162,Itata,16201,Quirihue,Total Comuna,11.746,1.915,7.604,2.227,"116,3"
16,Ñuble,162,Itata,16201,Quirihue,Hombre,5.685,960,3.697,1.028,"107,1"
16,Ñuble,162,Itata,16201,Quirihue,Mujer,6.061,955,3.907,1.199,"125,5"
16,Ñuble,162,Itata,16202,Cobquecura,Total Comuna,5.495,738,3.466,1.291,"174,9"
16,Ñuble,162,Itata,16202,Cobquecura,Hombre,2.693,372,1.692,629,"169,1"
16,Ñuble,162,Itata,16202,Cobquecura,Mujer,2.802,366,1.774,662,"180,9"
16,Ñuble,162,Itata,16203,Coelemu,Total Comuna,15.895,2.697,10.242,2.956,"109,6"
16,Ñuble,162,Itata,16203,Coelemu,Hombre,7.760,1.397,4.996,1.367,"97,9"
16,Ñuble,162,Itata,16203,Coelemu,Mujer,8.135,1.300,5.246,1.589,"122,2"
16,Ñuble,162,Itata,16204,Ninhue,Total Comuna,5.763,843,3.693,1.227,"145,6"
16,Ñuble,162,Itata,16204,Ninhue,Hombre,2.831,402,1.821,608,"151,2"
16,Ñuble,162,Itata,16204,Ninhue,Mujer,2.932,441,1.872,619,"140,4"
16,Ñuble,162,Itata,16205,Portezuelo,Total Comuna,5.203,738,3.341,1.124,"152,3"
16,Ñuble,162,Itata,16205,Portezuelo,Hombre,2.588,367,1.666,555,"151,2"
16,Ñuble,162,Itata,16205,Portezuelo,Mujer,2.615,371,1.675,569,"153,4"
16,Ñuble,162,Itata,16206,Ránquil,Total Comuna,6.508,1.049,3.975,1.484,"141,5"
16,Ñuble,162,Itata,16206,Ránquil,Hombre,3.197,559,1.941,697,"124,7"
16,Ñuble,162,Itata,16206,Ránquil,Mujer,3.311,490,2.034,787,"160,6"
16,Ñuble,162,Itata,16207,Trehuaco,Total Comuna,6.124,945,4.007,1.172,"124,0"
16,Ñuble,162,Itata,16207,Trehuaco,Hombre,3.069,513,1.988,568,"110,7"
16,Ñuble,162,Itata,16207,Trehuaco,Mujer,3.055,432,2.019,604,"139,8"
16,Ñuble,163,Punilla,16301,San Carlos,Total Comuna,55.847,9.506,36.832,9.509,"100,0"
16,Ñuble,163,Punilla,16301,San Carlos,Hombre,26.745,4.807,17.579,4.359,"90,7"
16,Ñuble,163,Punilla,16301,San Carlos,Mujer,29.102,4.699,19.253,5.150,"109,6"
16,Ñuble,163,Punilla,16302,Coihueco,Total Comuna,29.766,5.492,20.041,4.233,"77,1"
16,Ñuble,163,Punilla,16302,Coihueco,Hombre,14.681,2.781,9.800,2.100,"75,5"
16,Ñuble,163,Punilla,16302,Coihueco,Mujer,15.085,2.711,10.241,2.133,"78,7"
16,Ñuble,163,Punilla,16303,Ñiquén,Total Comuna,12.797,1.976,8.040,2.781,"140,7"
16,Ñuble,163,Punilla,16303,Ñiquén,Hombre,6.416,993,4.015,1.408,"141,8"
16,Ñuble,163,Punilla,16303,Ñiquén,Mujer,6.381,983,4.025,1.373,"139,7"
16,Ñuble,163,Punilla,16304,San Fabián,Total Comuna,5.245,950,3.335,960,"101,1"
16,Ñuble,163,Punilla,16304,San Fabián,Hombre,2.569,478,1.633,458,"95,8"
16,Ñuble,163,Punilla,16304,San Fabián,Mujer,2.676,472,1.702,502,"106,4"
16,Ñuble,163,Punilla,16305,San Nicolás,Total Comuna,15.099,2.588,9.930,2.581,"99,7"
16,Ñuble,163,Punilla,16305,San Nicolás,Hombre,7.516,1.340,4.904,1.272,"94,9"
16,Ñuble,163,Punilla,16305,San Nicolás,Mujer,7.583,1.248,5.026,1.309,"104,9"
8,Biobío,81,Concepción,8101,Concepción,Total Comuna,230.375,31.862,164.440,34.073,"106,9"
8,Biobío,81,Concepción,8101,Concepción,Hombre,110.985,16.185,80.906,13.894,"85,8"
8,Biobío,81,Concepción,8101,Concepción,Mujer,119.390,15.677,83.534,20.179,"128,7"
8,Biobío,81,Concepción,8102,Coronel,Total Comuna,123.648,24.741,83.219,15.688,"63,4"
8,Biobío,81,Concepción,8102,Coronel,Hombre,59.274,12.527,39.830,6.917,"55,2"
8,Biobío,81,Concepción,8102,Coronel,Mujer,64.374,12.214,43.389,8.771,"71,8"
8,Biobío,81,Concepción,8103,Chiguayante,Total Comuna,85.822,14.251,58.404,13.167,"92,4"
8,Biobío,81,Concepción,8103,Chiguayante,Hombre,40.464,7.346,27.606,5.512,"75,0"
8,Biobío,81,Concepción,8103,Chiguayante,Mujer,45.358,6.905,30.798,7.655,"110,9"
8,Biobío,81,Concepción,8104,Florida,Total Comuna,12.958,2.052,8.413,2.493,"121,5"
8,Biobío,81,Concepción,8104,Florida,Hombre,6.455,1.046,4.199,1.210,"115,7"
8,Biobío,81,Concepción,8104,Florida,Mujer,6.503,1.006,4.214,1.283,"127,5"
8,Biobío,81,Concepción,8105,Hualqui,Total Comuna,25.795,4.889,17.276,3.630,"74,2"
8,Biobío,81,Concepción,8105,Hualqui,Hombre,12.388,2.525,8.237,1.626,"64,4"
8,Biobío,81,Concepción,8105,Hualqui,Mujer,13.407,2.364,9.039,2.004,"84,8"
8,Biobío,81,Concepción,8106,Lota,Total Comuna,39.980,6.612,26.475,6.893,"104,2"
8,Biobío,81,Concepción,8106,Lota,Hombre,19.342,3.300,13.011,3.031,"91,8"
8,Biobío,81,Concepción,8106,Lota,Mujer,20.638,3.312,13.464,3.862,"116,6"
8,Biobío,81,Concepción,8107,Penco,Total Comuna,48.971,8.525,32.890,7.556,"88,6"
8,Biobío,81,Concepción,8107,Penco,Hombre,23.370,4.341,15.784,3.245,"74,8"
8,Biobío,81,Concepción,8107,Penco,Mujer,25.601,4.184,17.106,4.311,"103,0"
8,Biobío,81,Concepción,8108,San Pedro de La paz,Total Comuna,150.992,30.344,104.254,16.394,"54,0"
8,Biobío,81,Concepción,8108,San Pedro de La paz,Hombre,72.262,15.590,49.893,6.779,"43,5"
8,Biobío,81,Concepción,8108,San Pedro de La paz,Mujer,78.730,14.754,54.361,9.615,"65,2"
8,Biobío,81,Concepción,8109,Santa Juana,Total Comuna,14.947,2.703,9.750,2.494,"92,3"
8,Biobío,81,Concepción,8109,Santa Juana,Hombre,7.203,1.372,4.655,1.176,"85,7"
8,Biobío,81,Concepción,8109,Santa Juana,Mujer,7.744,1.331,5.095,1.318,"99,0"
8,Biobío,81,Concepción,8110,Talcahuano,Total Comuna,147.322,24.209,99.208,23.905,"98,7"
8,Biobío,81,Concepción,8110,Talcahuano,Hombre,70.548,12.354,48.154,10.040,"81,3"
8,Biobío,81,Concepción,8110,Talcahuano,Mujer,76.774,11.855,51.054,13.865,"117,0"
8,Biobío,81,Concepción,8111,Tomé,Total Comuna,56.907,9.257,37.576,10.074,"108,8"
8,Biobío,81,Concepción,8111,Tomé,Hombre,26.964,4.733,17.994,4.237,"89,5"
8,Biobío,81,Concepción,8111,Tomé,Mujer,29.943,4.524,19.582,5.837,"129,0"
8,Biobío,81,Concepción,8112,Hualpén,Total Comuna,87.731,13.910,59.838,13.983,"100,5"
8,Biobío,81,Concepción,8112,Hualpén,Hombre,41.521,7.063,28.807,5.651,"80,0"
8,Biobío,81,Concepción,8112,Hualpén,Mujer,46.210,6.847,31.031,8.332,"121,7"
8,Biobío,82,Arauco,8201,Lebu,Total Comuna,25.246,4.739,16.892,3.615,"76,3"
8,Biobío,82,Arauco,8201,Lebu,Hombre,12.333,2.444,8.199,1.690,"69,1"
8,Biobío,82,Arauco,8201,Lebu,Mujer,12.913,2.295,8.693,1.925,"83,9"
8,Biobío,82,Arauco,8202,Arauco,Total Comuna,37.163,6.837,24.985,5.341,"78,1"
8,Biobío,82,Arauco,8202,Arauco,Hombre,18.128,3.498,12.171,2.459,"70,3"
8,Biobío,82,Arauco,8202,Arauco,Mujer,19.035,3.339,12.814,2.882,"86,3"
8,Biobío,82,Arauco,8203,Cañete,Total Comuna,34.640,6.801,22.665,5.174,"76,1"
8,Biobío,82,Arauco,8203,Cañete,Hombre,16.602,3.428,10.752,2.422,"70,7"
8,Biobío,82,Arauco,8203,Cañete,Mujer,18.038,3.373,11.913,2.752,"81,6"
8,Biobío,82,Arauco,8204,Contulmo,Total Comuna,5.905,984,3.868,1.053,"107,0"
8,Biobío,82,Arauco,8204,Contulmo,Hombre,2.925,519,1.904,502,"96,7"
8,Biobío,82,Arauco,8204,Contulmo,Mujer,2.980,465,1.964,551,"118,5"
8,Biobío,82,Arauco,8205,Curanilahue,Total Comuna,31.119,5.865,20.566,4.688,"79,9"
8,Biobío,82,Arauco,8205,Curanilahue,Hombre,15.127,3.036,9.894,2.197,"72,4"
8,Biobío,82,Arauco,8205,Curanilahue,Mujer,15.992,2.829,10.672,2.491,"88,1"
8,Biobío,82,Arauco,8206,Los Álamos,Total Comuna,21.950,4.422,14.587,2.941,"66,5"
8,Biobío,82,Arauco,8206,Los Álamos,Hombre,10.581,2.176,7.015,1.390,"63,9"
8,Biobío,82,Arauco,8206,Los Álamos,Mujer,11.369,2.246,7.572,1.551,"69,1"
8,Biobío,82,Arauco,8207,Tirúa,Total Comuna,10.208,2.133,6.832,1.243,"58,3"
8,Biobío,82,Arauco,8207,Tirúa,Hombre,5.023,1.081,3.327,615,"56,9"
8,Biobío,82,Arauco,8207,Tirúa,Mujer,5.185,1.052,3.505,628,"59,7"
8,Biobío,83,Biobío,8301,Los Ángeles,Total Comuna,219.441,41.913,148.062,29.466,"70,3"
8,Biobío,83,Biobío,8301,Los Ángeles,Hombre,105.436,21.401,70.981,13.054,"61,0"
8,Biobío,83,Biobío,8301,Los Ángeles,Mujer,114.005,20.512,77.081,16.412,"80,0"
8,Biobío,83,Biobío,8302,Antuco,Total Comuna,4.373,661,2.844,868,"131,3"
8,Biobío,83,Biobío,8302,Antuco,Hombre,2.125,348,1.388,389,"111,8"
8,Biobío,83,Biobío,8302,Antuco,Mujer,2.248,313,1.456,479,"153,0"
8,Biobío,83,Biobío,8303,Cabrero,Total Comuna,31.256,5.527,21.103,4.626,"83,7"
8,Biobío,83,Biobío,8303,Cabrero,Hombre,15.264,2.864,10.187,2.213,"77,3"
8,Biobío,83,Biobío,8303,Cabrero,Mujer,15.992,2.663,10.916,2.413,"90,6"
8,Biobío,83,Biobío,8304,Laja,Total Comuna,23.706,4.240,15.520,3.946,"93,1"
8,Biobío,83,Biobío,8304,Laja,Hombre,11.451,2.155,7.466,1.830,"84,9"
8,Biobío,83,Biobío,8304,Laja,Mujer,12.255,2.085,8.054,2.116,"101,5"
8,Biobío,83,Biobío,8305,Mulchén,Total Comuna,29.036,5.251,19.058,4.727,"90,0"
8,Biobío,83,Biobío,8305,Mulchén,Hombre,14.093,2.646,9.266,2.181,"82,4"
8,Biobío,83,Biobío,8305,Mulchén,Mujer,14.943,2.605,9.792,2.546,"97,7"
8,Biobío,83,Biobío,8306,Nacimiento,Total Comuna,26.140,4.867,17.264,4.009,"82,4"
8,Biobío,83,Biobío,8306,Nacimiento,Hombre,12.790,2.436,8.401,1.953,"80,2"
8,Biobío,83,Biobío,8306,Nacimiento,Mujer,13.350,2.431,8.863,2.056,"84,6"
8,Biobío,83,Biobío,8307,Negrete,Total Comuna,10.723,1.969,7.106,1.648,"83,7"
8,Biobío,83,Biobío,8307,Negrete,Hombre,5.273,975,3.498,800,"82,1"
8,Biobío,83,Biobío,8307,Negrete,Mujer,5.450,994,3.608,848,"85,3"
8,Biobío,83,Biobío,8308,Quilaco,Total Comuna,4.440,739,2.730,971,"131,4"
8,Biobío,83,Biobío,8308,Quilaco,Hombre,2.210,360,1.373,477,"132,5"
8,Biobío,83,Biobío,8308,Quilaco,Mujer,2.230,379,1.357,494,"130,3"
8,Biobío,83,Biobío,8309,Quilleco,Total Comuna,9.700,1.573,6.144,1.983,"126,1"
8,Biobío,83,Biobío,8309,Quilleco,Hombre,4.826,820,3.009,997,"121,6"
8,Biobío,83,Biobío,8309,Quilleco,Mujer,4.874,753,3.135,986,"130,9"
8,Biobío,83,Biobío,8310,San Rosendo,Total Comuna,3.575,547,2.336,692,"126,5"
8,Biobío,83,Biobío,8310,San Rosendo,Hombre,1.753,278,1.150,325,"116,9"
8,Biobío,83,Biobío,8310,San Rosendo,Mujer,1.822,269,1.186,367,"136,4"
8,Biobío,83,Biobío,8311,Santa Bárbara,Total Comuna,14.075,2.474,9.202,2.399,"97,0"
8,Biobío,83,Biobío,8311,Santa Bárbara,Hombre,6.847,1.276,4.416,1.155,"90,5"
